GeneID	GeneName	Family_Subfamily	Protein_Class	GO_MF	GO_BP	GO_CC
SORBI_3009G212900	Myosin motor domain-containing protein	MYOSIN FAMILY PROTEIN WITH DIL DOMAIN (PTHR13140:SF736)	actin binding motor protein(PC00040)	cytoskeletal motor activity(GO:0003774);ATP binding(GO:0005524);actin filament binding(GO:0051015)	actin filament-based movement(GO:0030048)	actin cytoskeleton(GO:0015629);myosin complex(GO:0016459)
SORBI_3001G127500	ABC1 atypical kinase-like domain-containing protein	AARF DOMAIN-CONTAINING PROTEIN KINASE 1 (PTHR43173:SF19)	ATP-binding cassette (ABC) transporter(PC00003)		mitochondrion organization(GO:0007005);lipid homeostasis(GO:0055088)	mitochondrial inner membrane(GO:0005743)
SORBI_3005G061400	Uncharacterized protein					
SORBI_3007G143600	Pyrroline-5-carboxylate reductase catalytic N-terminal domain-containing protein					
SORBI_3003G259800	DUF599 domain-containing protein	OS01G0683700 PROTEIN (PTHR31168:SF19)				
SORBI_3001G273100	Protein DETOXIFICATION	PROTEIN DETOXIFICATION (PTHR11206:SF174)	transporter(PC00227)	antiporter activity(GO:0015297);xenobiotic transmembrane transporter activity(GO:0042910)	transmembrane transport(GO:0055085);xenobiotic detoxification by transmembrane export across the plasma membrane(GO:1990961)	membrane(GO:0016020)
SORBI_3009G206800	WRKY domain-containing protein	WRKY DNA-BINDING DOMAIN SUPERFAMILY PROTEIN-RELATED (PTHR31221:SF379)	DNA-binding transcription factor(PC00218)	DNA-binding transcription factor activity(GO:0003700);sequence-specific DNA binding(GO:0043565)	regulation of DNA-templated transcription(GO:0006355)	nucleus(GO:0005634)
SORBI_3001G355900	Uncharacterized protein					
SORBI_3009G239101	Protein FAR1-RELATED SEQUENCE	PROTEIN FAR1-RELATED SEQUENCE (PTHR31669:SF168)		zinc ion binding(GO:0008270)	regulation of DNA-templated transcription(GO:0006355)	nucleus(GO:0005634)
SORBI_3009G179500	Uncharacterized protein					
SORBI_3003G385800	Uncharacterized protein					
SORBI_3009G025900	LOB domain-containing protein	LOB DOMAIN-CONTAINING PROTEIN 1 (PTHR31301:SF206)				
SORBI_3001G014100	DNA binding protein	RRM DOMAIN-CONTAINING PROTEIN (PTHR34660:SF3)				
SORBI_3001G276300	Major facilitator superfamily (MFS) profile domain-containing protein	PEPTIDE TRANSPORTER PTR2 (PTHR11654:SF560)	transporter(PC00227)	transmembrane transporter activity(GO:0022857)	oligopeptide transport(GO:0006857);transmembrane transport(GO:0055085)	membrane(GO:0016020)
SORBI_3003G372850	Uncharacterized protein					
SORBI_3002G217900	F-box domain-containing protein	OS08G0460800 PROTEIN (PTHR31639:SF316)				
SORBI_3004G081400	MHD1 domain-containing protein	PORTAL PROTEIN (PTHR31110:SF3)				
SORBI_3007G069101	Pentacotripeptide-repeat region of PRORP domain-containing protein	OS03G0624800 PROTEIN (PTHR24015:SF1923)		RNA binding(GO:0003723)	RNA modification(GO:0009451)	
SORBI_3004G235300	Uncharacterized protein	SUBFAMILY NOT NAMED (PTHR13068:SF140)		nucleic acid binding(GO:0003676)		
SORBI_3008G102600	Uncharacterized protein	ISOPENTENYL-DIPHOSPHATE DELTA-ISOMERASE (PTHR36074:SF1)	isomerase(PC00135)			
SORBI_3003G098200	FRIGIDA-like protein	F6A14.6 PROTEIN (PTHR37181:SF1)				
SORBI_3008G060700	Protein kinase domain-containing protein	LRR RECEPTOR-LIKE SERINE_THREONINE-PROTEIN KINASE FLS2 (PTHR48054:SF82)	transmembrane signal receptor(PC00197)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);ATP binding(GO:0005524)		plasma membrane(GO:0005886)
SORBI_3010G117700	Uncharacterized protein	OS07G0120600-LIKE PROTEIN (PTHR31676:SF176)				
SORBI_3004G316350	Embryo surrounding factor 1 brassicaceae domain-containing protein					
SORBI_3009G167100	Rab-GAP TBC domain-containing protein	OS05G0465100 PROTEIN (PTHR22957:SF612)	GTPase-activating protein(PC00257)	GTPase activator activity(GO:0005096)		cytoplasm(GO:0005737)
SORBI_3010G206501	Uncharacterized protein					
SORBI_3001G202800	Uncharacterized protein					
SORBI_3005G221900	Uncharacterized protein					
SORBI_3010G096900	Trichome birefringence-like N-terminal domain-containing protein	DUF231 DOMAIN CONTAINING FAMILY PROTEIN-RELATED (PTHR32285:SF195)		O-acetyltransferase activity(GO:0016413);transferase activity(GO:0016740);xylan O-acetyltransferase activity(GO:1990538)	xylan biosynthetic process(GO:0045492)	Golgi membrane(GO:0000139)
SORBI_3006G251900	Uncharacterized protein					
SORBI_3003G129400	Glycosyltransferases	GALACTOSYLGALACTOSYLXYLOSYLPROTEIN 3-BETA-GLUCURONOSYLTRANSFERASE 3 (PTHR10896:SF65)	glycosyltransferase(PC00111)	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity(GO:0015018)		Golgi membrane(GO:0000139);membrane(GO:0016020)
SORBI_3004G144100	Uncharacterized protein					
SORBI_3009G139400	Uncharacterized protein	OS05G0417600 PROTEIN (PTHR35485:SF10)				
SORBI_3004G020100	ARC6 IMS domain-containing protein	PROTEIN ACCUMULATION AND REPLICATION OF CHLOROPLASTS 6, CHLOROPLASTIC (PTHR33925:SF1)				
SORBI_3007G147600	Uncharacterized protein	SAUR33-AUXIN-RESPONSIVE SAUR FAMILY MEMBER (PTHR31374:SF208)			response to auxin(GO:0009733)	
SORBI_3001G234300	RING-type domain-containing protein	OS10G0445400 PROTEIN (PTHR15315:SF36)				
SORBI_3002G102200	N-acetyltransferase domain-containing protein	GCN5-RELATED N-ACETYLTRANSFERASE 10, CHLOROPLASTIC (PTHR42919:SF20)	acetyltransferase(PC00038)	acyltransferase activity, transferring groups other than amino-acyl groups(GO:0016747)	mitotic sister chromatid cohesion(GO:0007064)	NatA complex(GO:0031415)
SORBI_3010G134600	Pentatricopeptide repeat-containing protein	PENTATRICOPEPTIDE REPEAT-CONTAINING PROTEIN (PTHR47924:SF215)		RNA binding(GO:0003723)	RNA modification(GO:0009451)	
SORBI_3004G275900	protein-serine_threonine phosphatase	PROTEIN PHOSPHATASE 2C 29 (PTHR13832:SF301)	protein phosphatase(PC00195)	protein serine/threonine phosphatase activity(GO:0004722);phospholipid binding(GO:0005543)		plasma membrane(GO:0005886)
SORBI_3010G057300	galactinol--sucrose galactosyltransferase	GALACTINOL--SUCROSE GALACTOSYLTRANSFERASE 6-RELATED (PTHR31268:SF5)		galactinol-sucrose galactosyltransferase activity(GO:0047274)		
SORBI_3010G170000	O-acyltransferase	DIACYLGLYCEROL O-ACYLTRANSFERASE 1 (PTHR10408:SF7)	acyltransferase(PC00042)	diacylglycerol O-acyltransferase activity(GO:0004144)	triglyceride biosynthetic process(GO:0019432)	endoplasmic reticulum membrane(GO:0005789)
SORBI_3003G127400	BSD domain-containing protein	OS01G0273300 PROTEIN (PTHR16019:SF15)				cytoplasm(GO:0005737)
SORBI_3005G017900	FBD domain-containing protein	FBD DOMAIN-CONTAINING PROTEIN (PTHR34709:SF58)				
SORBI_3002G283800	Gamma-glutamylcyclotransferase family protein	GAMMA-GLUTAMYLCYCLOTRANSFERASE FAMILY PROTEIN (PTHR12510:SF5)		gamma-glutamylaminecyclotransferase activity(GO:0061929)		cytosol(GO:0005829)
SORBI_3003G173032	NADH-ubiquinone oxidoreductase chain 3			NADH dehydrogenase (ubiquinone) activity(GO:0008137)	proton transmembrane transport(GO:1902600)	membrane(GO:0016020)
SORBI_3003G304300	Viral late gene transcription factor 3 zinc ribbon domain-containing protein	TRANSMEMBRANE PROTEIN (PTHR36809:SF1)				
SORBI_3010G092000	DUF4283 domain-containing protein (Fragment)	AMINOTRANSFERASE-LIKE PLANT MOBILE DOMAIN-CONTAINING PROTEIN (PTHR48243:SF1)				
SORBI_3010G241500	Protein kinase domain-containing protein	OS02G0153700 PROTEIN (PTHR45974:SF95)	transmembrane signal receptor(PC00197)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524)		plasma membrane(GO:0005886)
SORBI_3003G327950	Uncharacterized protein					
SORBI_3003G434600	FAD dependent oxidoreductase domain-containing protein	SARCOSINE OXIDASE-RELATED (PTHR10961:SF41)	oxidase(PC00175)	oxidoreductase activity(GO:0016491);flavin adenine dinucleotide binding(GO:0050660)		
SORBI_3006G045200	DNA helicase	ATP-DEPENDENT DNA HELICASE HOMOLOG RECG, CHLOROPLASTIC (PTHR47964:SF1)	DNA metabolism protein(PC00009)	DNA helicase activity(GO:0003678);ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887)	DNA repair(GO:0006281)	
SORBI_3001G408500	Alpha-taxilin	GH01188P (PTHR16127:SF13)	membrane traffic protein(PC00150)			
SORBI_3002G034800	Uncharacterized protein					
SORBI_3008G099500	Uncharacterized protein					
SORBI_3009G045100	Pyridoxal phosphate homeostasis protein	PYRIDOXAL PHOSPHATE HOMEOSTASIS PROTEIN (PTHR10146:SF14)		pyridoxal phosphate binding(GO:0030170)		
SORBI_3003G131300	Cytochrome C biogenesis protein transmembrane domain-containing protein	OS01G0277700 PROTEIN (PTHR36394:SF1)				
SORBI_3004G275000	J domain-containing protein	J DOMAIN-CONTAINING PROTEIN 1 (PTHR24074:SF61)	chaperone(PC00072)			endoplasmic reticulum(GO:0005783)
SORBI_3009G018800	Uncharacterized protein					
SORBI_3004G048400	Knottin scorpion toxin-like domain-containing protein					
SORBI_3001G262800	Secreted protein					
SORBI_3003G331200	Uncharacterized protein					
SORBI_3003G228300	Cytochrome P450	OS01G0627800 PROTEIN (PTHR24282:SF109)	oxygenase(PC00177)	monooxygenase activity(GO:0004497);iron ion binding(GO:0005506);oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen(GO:0016705);heme binding(GO:0020037)	brassinosteroid homeostasis(GO:0010268);brassinosteroid metabolic process(GO:0016131)	membrane(GO:0016020)
SORBI_3001G353200	Copper transport protein	COPPER TRANSPORT PROTEIN CTR1 (PTHR12483:SF27)	secondary carrier transporter(PC00258)	copper ion transmembrane transporter activity(GO:0005375)	copper ion transmembrane transport(GO:0035434)	membrane(GO:0016020)
SORBI_3001G538425	Uncharacterized protein					
SORBI_3003G344050	No apical meristem-associated C-terminal domain-containing protein	OS02G0603500 PROTEIN (PTHR45125:SF28)				
SORBI_3001G072000	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	SUCCINATE DEHYDROGENASE [UBIQUINONE] FLAVOPROTEIN SUBUNIT, MITOCHONDRIAL (PTHR11632:SF51)	dehydrogenase(PC00092)	succinate dehydrogenase (quinone) activity(GO:0008177);electron transfer activity(GO:0009055);oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on the CH-CH group of donors(GO:0016627);flavin adenine dinucleotide binding(GO:0050660);succinate dehydrogenase (FAD) activity(GO:0160308)	tricarboxylic acid cycle(GO:0006099);mitochondrial electron transport, succinate to ubiquinone(GO:0006121);electron transport chain(GO:0022900)	mitochondrial inner membrane(GO:0005743);respiratory chain complex II (succinate dehydrogenase)(GO:0045273)
SORBI_3007G054800	valine--tRNA ligase	VALINE--TRNA LIGASE (PTHR11946:SF109)	aminoacyl-tRNA synthetase(PC00047)	nucleotide binding(GO:0000166);aminoacyl-tRNA deacylase activity(GO:0002161);aminoacyl-tRNA ligase activity(GO:0004812);valine-tRNA ligase activity(GO:0004832);ATP binding(GO:0005524)	tRNA aminoacylation for protein translation(GO:0006418);valyl-tRNA aminoacylation(GO:0006438);post-embryonic development(GO:0009791);reproductive structure development(GO:0048608);aminoacyl-tRNA metabolism involved in translational fidelity(GO:0106074)	cytoplasm(GO:0005737);cytosol(GO:0005829)
SORBI_3009G019100	Protein kinase domain-containing protein	OS01G0137500 PROTEIN (PTHR27009:SF364)		nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);ATP binding(GO:0005524)		plasma membrane(GO:0005886);membrane(GO:0016020)
SORBI_3001G089600	RNA helicase	RNA HELICASE (PTHR18934:SF103)	RNA helicase(PC00032)	nucleic acid binding(GO:0003676);RNA helicase activity(GO:0003724);helicase activity(GO:0004386);ATP binding(GO:0005524)		nucleus(GO:0005634)
SORBI_3003G211000	Uncharacterized protein					
SORBI_3006G121500	Uncharacterized protein	CYTOCHROME P450 71B10 (PTHR47956:SF2)	oxygenase(PC00177)	monooxygenase activity(GO:0004497);iron ion binding(GO:0005506);oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen(GO:0016705);heme binding(GO:0020037)		
SORBI_3008G112400	Uncharacterized protein					
SORBI_3009G121100	Calmodulin-binding domain-containing protein	PLANT CALMODULIN-BINDING PROTEIN-RELATED (PTHR33923:SF13)		calmodulin binding(GO:0005516)		
SORBI_3006G080500	BHLH domain-containing protein	TRANSCRIPTION FACTOR BHLH95 (PTHR46772:SF15)		DNA-binding transcription factor activity(GO:0003700);protein dimerization activity(GO:0046983)	regulation of DNA-templated transcription(GO:0006355);endosperm development(GO:0009960)	nucleus(GO:0005634)
SORBI_3010G167700	Protein kinase domain-containing protein			nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);ATP binding(GO:0005524)		plasma membrane(GO:0005886)
SORBI_3003G325900	RNase H type-1 domain-containing protein	OS01G0800400 PROTEIN (PTHR47928:SF104)		nucleic acid binding(GO:0003676);RNA binding(GO:0003723);RNA-DNA hybrid ribonuclease activity(GO:0004523)	RNA modification(GO:0009451)	
SORBI_3004G301500	Uncharacterized protein	VACUOLAR IRON TRANSPORTER HOMOLOG 1 (PTHR31851:SF81)	transporter(PC00227)	manganese ion transmembrane transporter activity(GO:0005384)	intracellular manganese ion homeostasis(GO:0030026);manganese ion transmembrane transport(GO:0071421)	vacuolar membrane(GO:0005774)
SORBI_3001G265300	Acyl-[acyl-carrier-protein] desaturase	ACYL-[ACYL-CARRIER-PROTEIN] DESATURASE 6, CHLOROPLASTIC (PTHR31155:SF15)		oxidoreductase activity(GO:0016491);stearoyl-[ACP] desaturase activity(GO:0045300)	fatty acid metabolic process(GO:0006631)	chloroplast(GO:0009507)
SORBI_3003G257650	PEP-CTERM sorting domain-containing protein					
SORBI_3002G042300	Alpha_beta hydrolase fold-3 domain-containing protein	OS07G0162900 PROTEIN (PTHR23024:SF535)	deacetylase(PC00087)	hydrolase activity(GO:0016787)		
SORBI_3005G200700	Dirigent protein	DIRIGENT PROTEIN (PTHR21495:SF50)	transporter(PC00227)		phenylpropanoid biosynthetic process(GO:0009699)	apoplast(GO:0048046)
SORBI_3006G002000	Phosphoglycerate mutase-like protein	HISTIDINE PHOSPHATASE FAMILY PROTEIN-RELATED (PTHR48100:SF1)	phosphatase(PC00181)			
SORBI_3007G049000	F-box domain-containing protein	F-BOX DOMAIN-CONTAINING PROTEIN (PTHR36140:SF3)				
SORBI_3006G029900	MI domain-containing protein	MI DOMAIN-CONTAINING PROTEIN (PTHR18034:SF6)	RNA processing factor(PC00147)	RNA binding(GO:0003723)	mRNA splicing, via spliceosome(GO:0000398)	nucleus(GO:0005634);catalytic step 2 spliceosome(GO:0071013)
SORBI_3007G152600	Cytochrome P450	OS08G0507100 PROTEIN (PTHR24298:SF474)	oxygenase(PC00177)	monooxygenase activity(GO:0004497);iron ion binding(GO:0005506);oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen(GO:0016705);oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen(GO:0016709);heme binding(GO:0020037)	diterpene phytoalexin biosynthetic process(GO:0051502)	
SORBI_3005G031200	Secreted protein					
SORBI_3005G085100	Uncharacterized protein					
SORBI_3008G166900	Protein kinase domain-containing protein	OS01G0648600 PROTEIN (PTHR47975:SF40)		nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);ATP binding(GO:0005524)		
SORBI_3006G113400	HMA domain-containing protein	OS04G0469000 PROTEIN (PTHR46371:SF3)		metal ion binding(GO:0046872)		
SORBI_3010G047600	Uncharacterized protein	OS06G0160600 PROTEIN (PTHR31549:SF24)				
SORBI_3001G198200	FLZ-type domain-containing protein	EXPRESSED PROTEIN (PTHR36372:SF2)				
SORBI_3002G053700	WAT1-related protein	WAT1-RELATED PROTEIN (PTHR31218:SF293)		transmembrane transporter activity(GO:0022857)	transmembrane transport(GO:0055085)	membrane(GO:0016020)
SORBI_3003G399101	Uncharacterized protein					
SORBI_3003G021401	Uncharacterized protein					
SORBI_3003G369800	Uncharacterized protein					
SORBI_3004G256200	Uncharacterized protein	CONSTANS-LIKE PROTEIN DAYS TO HEADING ON CHROMOSOME 2 (PTHR31717:SF138)		zinc ion binding(GO:0008270)	regulation of DNA-templated transcription(GO:0006355)	nucleus(GO:0005634)
SORBI_3005G172000	Uncharacterized protein					
SORBI_3002G067100	RRM domain-containing protein	RNA-BINDING (RRM_RBD_RNP MOTIFS) FAMILY PROTEIN (PTHR48032:SF13)		nucleic acid binding(GO:0003676);RNA binding(GO:0003723)	regulation of translation(GO:0006417)	
SORBI_3003G021500	EF-hand domain-containing protein	SODIUM_CALCIUM EXCHANGER NCL1 (PTHR31503:SF52)	transporter(PC00227)	calcium ion binding(GO:0005509);monoatomic cation transmembrane transporter activity(GO:0008324);calcium:proton antiporter activity(GO:0015369)	monoatomic cation transport(GO:0006812);transmembrane transport(GO:0055085);calcium ion transmembrane transport(GO:0070588);proton transmembrane transport(GO:1902600)	vacuolar membrane(GO:0005774);plasma membrane(GO:0005886);membrane(GO:0016020)
SORBI_3001G389900	Aquaporin SIP2-1	AQUAPORIN SIP2-1-RELATED (PTHR47720:SF1)		channel activity(GO:0015267)	transmembrane transport(GO:0055085)	membrane(GO:0016020)
SORBI_3001G264300	SHSP domain-containing protein	HSP20_ALPHA CRYSTALLIN FAMILY PROTEIN, EXPRESSED (PTHR46733:SF5)			response to heat(GO:0009408)	
SORBI_3007G064100	Uncharacterized protein					
SORBI_3005G121500	Uncharacterized protein	11-BETA-HYDROXYSTEROID DEHYDROGENASE 1A-RELATED (PTHR43391:SF89)	dehydrogenase(PC00092)			cytosol(GO:0005829);membrane(GO:0016020)
SORBI_3002G279400	DUF632 domain-containing protein	PROTEIN ALTERED PHOSPHATE STARVATION RESPONSE 1 (PTHR21450:SF23)				
SORBI_3004G174000	Uncharacterized protein	OS02G0551600 PROTEIN (PTHR33696:SF5)				
SORBI_3002G143300	Uncharacterized protein	OS09G0127700 PROTEIN (PTHR33919:SF1)				
SORBI_3010G279000	Clathrin light chain	CLATHRIN LIGHT CHAIN (PTHR10639:SF7)	vesicle coat protein(PC00235)	structural molecule activity(GO:0005198);clathrin heavy chain binding(GO:0032050)	intracellular protein transport(GO:0006886);vesicle-mediated transport(GO:0016192)	plasma membrane(GO:0005886);membrane(GO:0016020);clathrin vesicle coat(GO:0030125);clathrin coat of trans-Golgi network vesicle(GO:0030130);clathrin coat of coated pit(GO:0030132);cytoplasmic vesicle membrane(GO:0030659)
SORBI_3005G014950	F-box domain-containing protein	F-BOX DOMAIN-CONTAINING PROTEIN (PTHR33110:SF43)				
SORBI_3006G039400	Metal tolerance protein C4	PROTON-COUPLED ZINC ANTIPORTER SLC30A9, MITOCHONDRIAL (PTHR13414:SF9)	transporter(PC00227)	monoatomic cation transmembrane transporter activity(GO:0008324)	monoatomic cation transport(GO:0006812);zinc ion transport(GO:0006829);intracellular zinc ion homeostasis(GO:0006882);transmembrane transport(GO:0055085);monoatomic cation transmembrane transport(GO:0098655)	endoplasmic reticulum(GO:0005783);membrane(GO:0016020)
SORBI_3006G078600	SET domain-containing protein	PROTEIN SET DOMAIN GROUP 41 (PTHR47780:SF1)				
SORBI_3005G127600	Uncharacterized protein	OS08G0443700 PROTEIN (PTHR35361:SF1)				
SORBI_3007G024800	Uncharacterized protein	PROTEIN NUCLEAR FUSION DEFECTIVE 6, CHLOROPLASTIC_MITOCHONDRIAL (PTHR33156:SF37)				
SORBI_3003G037200	GDSL esterase_lipase	GDSL ESTERASE_LIPASE (PTHR46020:SF26)		hydrolase activity, acting on ester bonds(GO:0016788)		
SORBI_3001G533800	S1-like domain-containing protein	RNA-BINDING PROTEIN EIF1AD-RELATED (PTHR21641:SF0)	translation initiation factor(PC00224)	RNA binding(GO:0003723);translation initiation factor activity(GO:0003743)	translational initiation(GO:0006413)	nucleus(GO:0005634)
