GeneID	GeneName	Family_Subfamily	Protein_Class	GO_MF	GO_BP	GO_CC
SORBI_3003G373500	1-phosphatidylinositol-3-phosphate 5-kinase	1-PHOSPHATIDYLINOSITOL-3-PHOSPHATE 5-KINASE (PTHR45748:SF8)	kinase(PC00137)	nucleotide binding(GO:0000166);1-phosphatidylinositol-3-phosphate 5-kinase activity(GO:0000285);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740);phosphatidylinositol kinase activity(GO:0052742)	phosphatidylinositol metabolic process(GO:0046488);phosphatidylinositol phosphate biosynthetic process(GO:0046854)	endosome membrane(GO:0010008)
SORBI_3003G077001	BLE2 protein	BLE2 PROTEIN (PTHR33115:SF43)				
SORBI_3005G110487	Uncharacterized protein					
SORBI_3008G122800	Uncharacterized protein	OS07G0518100 PROTEIN (PTHR24286:SF335)	oxygenase(PC00177)	"monooxygenase activity(GO:0004497);iron ion binding(GO:0005506);oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen(GO:0016705);heme binding(GO:0020037)"		
SORBI_3008G049701	SAP domain-containing protein	SAP DOMAIN-CONTAINING PROTEIN (PTHR31072:SF260)	DNA-binding transcription factor(PC00218)			
SORBI_3004G029400	Glycoside hydrolase family 3 N-terminal domain-containing protein	GLYCOSIDE HYDROLASE FAMILY 3 N-TERMINAL DOMAIN-CONTAINING PROTEIN (PTHR30620:SF93)	glucosidase(PC00108)	"hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);beta-glucosidase activity(GO:0008422)"	carbohydrate metabolic process(GO:0005975);glucan catabolic process(GO:0009251)	
SORBI_3002G379866	Signal peptidase complex-like protein DTM1	SIGNAL PEPTIDASE COMPLEX-LIKE PROTEIN DTM1 (PTHR38354:SF2)			pollen development(GO:0009555);anther wall tapetum development(GO:0048658)	signal peptidase complex(GO:0005787);endoplasmic reticulum membrane(GO:0005789);membrane(GO:0016020)
SORBI_3001G128300	Chloride channel protein	H(+)_CL(-) EXCHANGE TRANSPORTER 7 (PTHR11689:SF136)	ion channel(PC00133)	voltage-gated chloride channel activity(GO:0005247);chloride channel activity(GO:0005254);chloride transmembrane transporter activity(GO:0015108)	chloride transport(GO:0006821);transmembrane transport(GO:0055085);chloride transmembrane transport(GO:1902476)	trans-Golgi network(GO:0005802);membrane(GO:0016020)
SORBI_3009G222100	Protein kinase domain-containing protein	OS05G0550800 PROTEIN (PTHR46008:SF53)	transmembrane signal receptor(PC00197)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);polysaccharide binding(GO:0030247)		plasma membrane(GO:0005886);membrane(GO:0016020);cell periphery(GO:0071944)
SORBI_3001G106600	Sulfite exporter TauE_SafE family protein	SULFITE EXPORTER TAUE_SAFE FAMILY PROTEIN 4 (PTHR14255:SF5)	ubiquitin-protein ligase(PC00234)		proteasome-mediated ubiquitin-dependent protein catabolic process(GO:0043161)	membrane(GO:0016020);Cul4A-RING E3 ubiquitin ligase complex(GO:0031464)
SORBI_3010G173500	Uncharacterized protein					
SORBI_3003G069400	BURP domain-containing protein					
SORBI_3008G149450	Uncharacterized protein					
SORBI_3003G375900	Amino acid transporter transmembrane domain-containing protein	OS01G0878400 PROTEIN (PTHR48017:SF186)			amino acid transport(GO:0006865)	plasma membrane(GO:0005886)
SORBI_3010G133566	AP2_ERF domain-containing protein	ETHYLENE-RESPONSIVE TRANSCRIPTION FACTOR ERF105 (PTHR31190:SF403)		DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)	regulation of DNA-templated transcription(GO:0006355);ethylene-activated signaling pathway(GO:0009873)	nucleus(GO:0005634)
SORBI_3007G042200	NB-ARC domain-containing protein	NB-ARC DOMAIN-CONTAINING PROTEIN (PTHR33463:SF200)				
SORBI_3004G342000	aldehyde oxygenase (deformylating)	VERY-LONG-CHAIN ALDEHYDE DECARBONYLASE CER1 (PTHR11863:SF193)	oxidase(PC00175)	iron ion binding(GO:0005506);aldehyde oxygenase (deformylating) activity(GO:0071771)	response to stress(GO:0006950);lipid biosynthetic process(GO:0008610);response to cold(GO:0009409);response to water deprivation(GO:0009414);response to salt stress(GO:0009651)	endoplasmic reticulum membrane(GO:0005789)
SORBI_3001G360600	Pyrrolidone-carboxylate peptidase	PEPTIDASE C15 PYROGLUTAMYL PEPTIDASE I-LIKE (PTHR23402:SF22)	cysteine protease(PC00081)	peptidase activity(GO:0008233);pyroglutamyl-peptidase activity(GO:0016920)	proteolysis(GO:0006508)	cytosol(GO:0005829)
SORBI_3001G259100	SPX domain-containing protein	SPX DOMAIN-CONTAINING PROTEIN 3 (PTHR45978:SF2)			cellular response to phosphate starvation(GO:0016036);cellular response to cold(GO:0070417)	
SORBI_3001G105500	J domain-containing protein	CHAPERONE DNAJ-DOMAIN SUPERFAMILY PROTEIN (PTHR45000:SF5)	chaperone(PC00072)			endoplasmic reticulum(GO:0005783)
SORBI_3002G229700	DUF547 domain-containing protein	EXPRESSED PROTEIN (PTHR46248:SF9)				
SORBI_3004G221900	Uncharacterized protein	SENESCENCE REGULATOR (PTHR46525:SF10)			leaf senescence(GO:0010150)	
SORBI_3002G087600	F-box domain-containing protein	F-BOX DOMAIN-CONTAINING PROTEIN (PTHR31639:SF62)				
SORBI_3005G105500	ER membrane protein complex subunit 10	ER MEMBRANE PROTEIN COMPLEX SUBUNIT 10 (PTHR21397:SF4)	"chromatin/chromatin-binding, or -regulatory protein(PC00077)"			endoplasmic reticulum membrane(GO:0005789)
SORBI_3005G088100	Uncharacterized protein	EXPRESSED PROTEIN (PTHR31676:SF179)				
SORBI_3002G001300	Laccase	LACCASE-7 (PTHR11709:SF9)	oxidase(PC00175)	copper ion binding(GO:0005507);oxidoreductase activity(GO:0016491)		extracellular region(GO:0005576)
SORBI_3001G023500	DUF4378 domain-containing protein	EXPRESSED PROTEIN (PTHR21726:SF65)	transferase(PC00220)			
SORBI_3002G088000	Glycosyltransferase	UDP-GLUCOSYLTRANSFERASE (PTHR11926:SF1358)	transferase(PC00220)	UDP-glycosyltransferase activity(GO:0008194)		
SORBI_3001G383600	Uncharacterized protein					
SORBI_3001G329701	Uncharacterized protein					
SORBI_3006G001200	RING-type domain-containing protein	E3 UBIQUITIN-PROTEIN LIGASE WAV3 (PTHR10579:SF55)	ion channel(PC00133)	metal ion binding(GO:0046872)		
SORBI_3010G156200	Uncharacterized protein					
SORBI_3006G033260	Bifunctional inhibitor_plant lipid transfer protein_seed storage helical domain-containing protein					
SORBI_3003G386100	Selenoprotein F_M domain-containing protein	SELENOPROTEIN F (PTHR13077:SF6)		oxidoreductase activity(GO:0016491)		endoplasmic reticulum lumen(GO:0005788)
SORBI_3003G376900	Pectinesterase	PECTINESTERASE_PECTINESTERASE INHIBITOR 51-RELATED (PTHR31707:SF271)	esterase(PC00097)	pectinesterase activity(GO:0030599)	cell wall modification(GO:0042545);pectin catabolic process(GO:0045490)	
SORBI_3002G263400	Uncharacterized protein	PAMP-INDUCED SECRETED PEPTIDE 1 (PTHR37245:SF4)			defense response(GO:0006952)	
SORBI_3004G010900	F-box domain-containing protein	F-BOX_KELCH-REPEAT PROTEIN SKIP4 (PTHR24414:SF98)	non-motor actin binding protein(PC00165)			
SORBI_3001G168800	NPH3 domain-containing protein	BTB_POZ DOMAIN-CONTAINING PROTEIN NPY2 (PTHR32370:SF4)			protein ubiquitination(GO:0016567)	
SORBI_3010G224200	HTH myb-type domain-containing protein	MYB FAMILY TRANSCRIPTION FACTOR MPH1 (PTHR31314:SF113)	homeodomain transcription factor(PC00119)	DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)	regulation of DNA-templated transcription(GO:0006355)	
SORBI_3004G222500	Fe2OG dioxygenase domain-containing protein	OS02G0630300 PROTEIN (PTHR47990:SF242)	oxygenase(PC00177)	gibberellin 2-beta-dioxygenase activity(GO:0045543)	gibberellin metabolic process(GO:0009685);gibberellin catabolic process(GO:0045487)	
SORBI_3006G219300	Uncharacterized protein	MULTIDRUG RESISTANCE-ASSOCIATED PROTEIN LETHAL(2)03659 (PTHR24223:SF456)	ATP-binding cassette (ABC) transporter(PC00003)	ATP binding(GO:0005524);ABC-type xenobiotic transporter activity(GO:0008559);ATP hydrolysis activity(GO:0016887);ABC-type transporter activity(GO:0140359);(+)-abscisic acid D-glucopyranosyl ester transmembrane transporter activity(GO:1902417)	xenobiotic transport(GO:0042908);transmembrane transport(GO:0055085);(+)-abscisic acid D-glucopyranosyl ester transmembrane transport(GO:1902418)	vacuolar membrane(GO:0005774);membrane(GO:0016020)
SORBI_3001G267000	Uncharacterized protein					
SORBI_3008G106100	Ureide permease 2	OS12G0503300 PROTEIN (PTHR31081:SF8)		transmembrane transporter activity(GO:0022857)	transmembrane transport(GO:0055085)	membrane(GO:0016020)
SORBI_3001G293500	Uncharacterized protein	TRANSMEMBRANE PROTEIN (PTHR37206:SF4)				
SORBI_3007G038432	DUF4220 domain-containing protein	DUF4220 DOMAIN-CONTAINING PROTEIN (PTHR31325:SF260)				
SORBI_3006G032500	Secreted protein					
SORBI_3003G155700	Transcription initiation factor TFIID subunit 13	TRANSCRIPTION INITIATION FACTOR TFIID SUBUNIT 13 (PTHR11380:SF5)	general transcription factor(PC00259)	protein heterodimerization activity(GO:0046982)	transcription by RNA polymerase II(GO:0006366)	nucleus(GO:0005634)
SORBI_3003G033400	3'-5' exonuclease domain-containing protein	3'-5' EXONUCLEASE DOMAIN-CONTAINING PROTEIN (PTHR13620:SF120)		nucleic acid binding(GO:0003676);3'-5' exonuclease activity(GO:0008408)		nucleus(GO:0005634)
SORBI_3004G206500	RRM domain-containing protein	OS02G0602600 PROTEIN (PTHR48024:SF17)		nucleic acid binding(GO:0003676);RNA binding(GO:0003723)		
SORBI_3002G307400	MATH domain-containing protein	MATH DOMAIN CONTAINING PROTEIN (PTHR46162:SF16)				
SORBI_3004G048000	IST1-like protein	REGULATOR OF VPS4 ACTIVITY IN THE MVB PATHWAY PROTEIN (PTHR12161:SF14)			intracellular protein localization(GO:0008104);protein transport(GO:0015031)	
SORBI_3002G170666	DUF295 domain-containing protein	DUF295 DOMAIN-CONTAINING PROTEIN (PTHR44259:SF34)				
SORBI_3001G258600	GDSL esterase_lipase	OS10G0393700 PROTEIN (PTHR22835:SF544)		"hydrolase activity, acting on ester bonds(GO:0016788)"		
SORBI_3001G319650	Secreted protein					
SORBI_3006G219200	Ubiquitin-like domain-containing protein	OS04G0619900 PROTEIN (PTHR12329:SF17)	chaperone(PC00072)	adenyl-nucleotide exchange factor activity(GO:0000774);protein-folding chaperone binding(GO:0051087)	protein stabilization(GO:0050821)	cytoplasm(GO:0005737)
"SORBI_3006G191800,SORBI_3001G529400,SORBI_3002G210500"	Histone H4	HISTONE H4 (PTHR10484:SF183)	"chromatin/chromatin-binding, or -regulatory protein(PC00077)"	DNA binding(GO:0003677);structural constituent of chromatin(GO:0030527);protein heterodimerization activity(GO:0046982)	nucleosome assembly(GO:0006334)	nucleosome(GO:0000786);nucleus(GO:0005634);chromosome(GO:0005694)
SORBI_3005G101900	O-methyltransferase domain-containing protein	FLAVONOID O-METHYLTRANSFERASE-LIKE PROTEIN OS11G0303600 (PTHR11746:SF308)	methyltransferase(PC00155)	methyltransferase activity(GO:0008168);O-methyltransferase activity(GO:0008171);protein dimerization activity(GO:0046983)	methylation(GO:0032259)	
SORBI_3001G032800	TOG domain-containing protein	HSP70-BINDING PROTEIN 1 (PTHR19316:SF18)		adenyl-nucleotide exchange factor activity(GO:0000774)		endoplasmic reticulum(GO:0005783)
SORBI_3002G226100	Protein disulfide-isomerase	PROTEIN DISULFIDE-ISOMERASE SCO2 (PTHR36035:SF1)	chaperone(PC00072)			
SORBI_3002G424500	non-specific serine_threonine protein kinase	CBL-INTERACTING PROTEIN KINASE 3 (PTHR24343:SF189)	non-receptor serine/threonine protein kinase(PC00167)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524)	signal transduction(GO:0007165)	
SORBI_3008G105000	BTB domain-containing protein	OS08G0523800 PROTEIN (PTHR26379:SF504)			protein ubiquitination(GO:0016567)	
SORBI_3003G156400	Thioredoxin domain-containing protein	THIOREDOXIN DOMAIN-CONTAINING PROTEIN (PTHR45672:SF20)	chaperone(PC00072)	protein disulfide isomerase activity(GO:0003756)	protein folding(GO:0006457)	endoplasmic reticulum(GO:0005783)
SORBI_3009G086700	Uncharacterized protein					
SORBI_3008G109600	Fe2OG dioxygenase domain-containing protein	FE2OG DIOXYGENASE DOMAIN-CONTAINING PROTEIN (PTHR10209:SF518)	oxidoreductase(PC00176)			
SORBI_3004G087700	ABC transporter domain-containing protein	ABC TRANSPORTER G FAMILY MEMBER 39 (PTHR19241:SF662)	ATP-binding cassette (ABC) transporter(PC00003)	ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887);ABC-type transporter activity(GO:0140359)	transmembrane transport(GO:0055085)	membrane(GO:0016020)
SORBI_3010G051500	Serine_threonine-protein phosphatase	SERINE_THREONINE-PROTEIN PHOSPHATASE PP1 ISOZYME 6 (PTHR11668:SF504)	protein phosphatase(PC00195)	protein serine/threonine phosphatase activity(GO:0004722);hydrolase activity(GO:0016787)		
SORBI_3008G122200	DUF4220 domain-containing protein	DUF4220 DOMAIN-CONTAINING PROTEIN (PTHR31325:SF104)				
SORBI_3006G038200	Sialate O-acetylesterase domain-containing protein	9-O-ACETYL-N-ACETYLNEURAMINIC ACID DEACETYLASE-RELATED (PTHR31988:SF19)	esterase(PC00097)	carboxylic ester hydrolase activity(GO:0052689)		
SORBI_3001G396100	Uncharacterized protein	EXPRESSED PROTEIN (PTHR35702:SF1)				
SORBI_3001G454700	Uncharacterized protein	MYOSIN-LIKE PROTEIN (PTHR35468:SF1)	actin or actin-binding cytoskeletal protein(PC00041)			
SORBI_3002G041666	Uncharacterized protein					
SORBI_3002G254700	Inositol polyphosphate-related phosphatase domain-containing protein	OS09G0500300 PROTEIN (PTHR11200:SF145)	phosphatase(PC00181)	"phosphatase activity(GO:0016791);inositol-1,4,5-trisphosphate 5-phosphatase activity(GO:0052658)"	inositol phosphate metabolic process(GO:0043647);phosphatidylinositol dephosphorylation(GO:0046856)	
SORBI_3005G144600	Kinesin-like protein	KINESIN HEAVY CHAIN ISOFORM X1 (PTHR47968:SF36)		nucleotide binding(GO:0000166);cytoskeletal motor activity(GO:0003774);microtubule motor activity(GO:0003777);ATP binding(GO:0005524);microtubule binding(GO:0008017)	microtubule-based movement(GO:0007018)	kinetochore(GO:0000776)
SORBI_3002G380500	Arginine_serine-rich splicing factor SC30 transcript I	OS07G0623300 PROTEIN (PTHR23147:SF297)	RNA splicing factor(PC00148)	nucleic acid binding(GO:0003676);RNA binding(GO:0003723)	"regulation of alternative mRNA splicing, via spliceosome(GO:0000381)"	nucleus(GO:0005634)
SORBI_3003G166750	Cyclin-like domain-containing protein	CYCLIN-T1-4-LIKE ISOFORM X1 (PTHR10026:SF67)	kinase activator(PC00138)	cyclin-dependent protein serine/threonine kinase regulator activity(GO:0016538);cyclin-dependent protein serine/threonine kinase activator activity(GO:0061575)	"regulation of transcription by RNA polymerase II(GO:0006357);positive regulation of DNA-templated transcription, elongation(GO:0032786);positive regulation of transcription by RNA polymerase II(GO:0045944)"	cyclin/CDK positive transcription elongation factor complex(GO:0008024)
SORBI_3001G383400	Cytochrome P450	CYTOCHROME P450 714B2 (PTHR24282:SF261)	oxygenase(PC00177)	"monooxygenase activity(GO:0004497);iron ion binding(GO:0005506);oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen(GO:0016705);heme binding(GO:0020037)"	lipid metabolic process(GO:0006629)	membrane(GO:0016020)
SORBI_3001G189200	Peroxidase	PEROXIDASE (PTHR31235:SF254)	peroxidase(PC00180)	peroxidase activity(GO:0004601);heme binding(GO:0020037);metal ion binding(GO:0046872);lactoperoxidase activity(GO:0140825)	response to oxidative stress(GO:0006979);hydrogen peroxide catabolic process(GO:0042744);cellular oxidant detoxification(GO:0098869)	extracellular region(GO:0005576)
SORBI_3007G194100	Purple acid phosphatase	INACTIVE PURPLE ACID PHOSPHATASE 24-RELATED (PTHR45778:SF6)	phosphatase(PC00181)	acid phosphatase activity(GO:0003993);hydrolase activity(GO:0016787);metal ion binding(GO:0046872)		extracellular region(GO:0005576)
SORBI_3006G278600	Fe2OG dioxygenase domain-containing protein	2-OXOGLUTARATE AND FE(II)-DEPENDENT OXYGENASE SUPERFAMILY PROTEIN (PTHR31447:SF23)		mRNA binding(GO:0003729);demethylase activity(GO:0032451)	mRNA catabolic process(GO:0006402)	
SORBI_3010G124800	Protein kinase domain-containing protein	OS07G0130100 PROTEIN (PTHR27007:SF169)		nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);carbohydrate binding(GO:0030246)	negative regulation of response to salt stress(GO:1901001)	plasma membrane(GO:0005886)
SORBI_3005G125000	Protein NO VEIN C-terminal domain-containing protein	ATP_DNA BINDING PROTEIN (PTHR32387:SF3)				
SORBI_3002G043201	Uncharacterized protein					
SORBI_3009G050700	Importin subunit alpha	IMPORTIN SUBUNIT ALPHA (PTHR23316:SF71)	transporter(PC00227)	nuclear import signal receptor activity(GO:0061608)	protein import into nucleus(GO:0006606)	cytoplasm(GO:0005737);NLS-dependent protein nuclear import complex(GO:0042564);perinuclear region of cytoplasm(GO:0048471)
SORBI_3001G187400	Tyrosine N-monooxygenase	OS04G0171600 PROTEIN (PTHR24298:SF143)	oxygenase(PC00177)	"monooxygenase activity(GO:0004497);iron ion binding(GO:0005506);oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen(GO:0016705);heme binding(GO:0020037)"		
SORBI_3006G214500	Lecithin-cholesterol acyltransferase-like 4	LECITHIN-CHOLESTEROL ACYLTRANSFERASE-LIKE 4 (PTHR11440:SF103)	acyltransferase(PC00042)		lipid metabolic process(GO:0006629)	
SORBI_3010G034100	"Translation factor GUF1 homolog, mitochondrial"	"TRANSLATION FACTOR GUF1, MITOCHONDRIAL (PTHR43512:SF7)"	translation initiation factor(PC00224)	GTPase activity(GO:0003924);GTP binding(GO:0005525);ribosome binding(GO:0043022);mitochondrial ribosome binding(GO:0097177)	positive regulation of translation(GO:0045727)	mitochondrion(GO:0005739);mitochondrial inner membrane(GO:0005743);mitochondrial matrix(GO:0005759)
SORBI_3001G041900	PNPLA domain-containing protein	OS03G0810900 PROTEIN (PTHR14226:SF30)	esterase(PC00097)	triacylglycerol lipase activity(GO:0004806)	lipid metabolic process(GO:0006629)	
SORBI_3001G209600	Gnk2-homologous domain-containing protein	OS01G0774133 PROTEIN (PTHR32099:SF104)				
SORBI_3006G184400	Protein DETOXIFICATION	PROTEIN DETOXIFICATION (PTHR11206:SF343)	transporter(PC00227)	antiporter activity(GO:0015297);xenobiotic transmembrane transporter activity(GO:0042910)	transmembrane transport(GO:0055085);xenobiotic detoxification by transmembrane export across the plasma membrane(GO:1990961)	membrane(GO:0016020)
SORBI_3001G052350	Uncharacterized protein					
SORBI_3010G152850	Uncharacterized protein					
SORBI_3004G054100	O-fucosyltransferase family protein	O-FUCOSYLTRANSFERASE 23 (PTHR37220:SF1)	protein modifying enzyme(PC00260)		pollen-pistil interaction(GO:0009875)	
SORBI_3002G159200	Uncharacterized protein	TRANSDUCIN FAMILY PROTEIN _ WD-40 REPEAT FAMILY PROTEIN (PTHR22874:SF9)		ubiquitin-like ligase-substrate adaptor activity(GO:1990756)	autophagosome assembly(GO:0000045);mitophagy(GO:0000423)	Cul4-RING E3 ubiquitin ligase complex(GO:0080008)
