condition	layer	GeneID	GeneName	Family_Sufamily	ProteinClass	GO_MF	GO_BP	Chromosome	Gene_Start	Gene_End	Best_P_Value	N_sig_SNPs	Max_r2	N_Phenotypes	Phenotypes	GO_CC
CTL	sumratio	SORBI_3005G088500	WAT1-related protein	WAT1-RELATED PROTEIN (PTHR31218:SF233)	""	transmembrane transporter activity(GO:0022857)	transmembrane transport(GO:0055085)	5	12638268	12641430	3.212165e-09	1	0.802644	1	Sum_AEG_over_LPE_log10safe	plasma membrane(GO:0005886);membrane(GO:0016020)
CTL	sumratio	SORBI_3005G088600	Transmembrane protein	""	""	""	""	5	12689730	12691072	3.212165e-09	1	0.939876	1	Sum_AEG_over_LPE_log10safe	""
CTL	sumratio	SORBI_3005G088700	Pectinesterase inhibitor domain-containing protein	PECTINESTERASE INHIBITOR DOMAIN-CONTAINING PROTEIN (PTHR31509:SF56)	""	""	root development(GO:0048364);shoot system development(GO:0048367)	5	12715773	12716855	3.212165e-09	1	0.875478	1	Sum_AEG_over_LPE_log10safe	""
CTL	sumratio	SORBI_3005G088900	CCR4-NOT transcription complex subunit 11	CCR4-NOT TRANSCRIPTION COMPLEX SUBUNIT 11 (PTHR15975:SF2)	""	""	""	5	12760299	12773756	3.212165e-09	1	0.878427	1	Sum_AEG_over_LPE_log10safe	CCR4-NOT complex(GO:0030014)
CTL	sumratio	SORBI_3005G184050	Uncharacterized protein	""	""	""	""	5	66899920	66904722	5.546107e-09	1	0.454367	1	PA	""
CTL	sumratio	SORBI_3005G186700	Carboxypeptidase	CARBOXYPEPTIDASE (PTHR11802:SF219)	serine protease(PC00203)	carboxypeptidase activity(GO:0004180);serine-type carboxypeptidase activity(GO:0004185);peptidase activity(GO:0008233);hydrolase activity(GO:0016787)	proteolysis(GO:0006508)	5	67128070	67130250	5.546107e-09	1	0.936637	1	PA	""
CTL	sumratio	SORBI_3005G186800	Carboxypeptidase	CARBOXYPEPTIDASE (PTHR11802:SF219)	serine protease(PC00203)	carboxypeptidase activity(GO:0004180);serine-type carboxypeptidase activity(GO:0004185);peptidase activity(GO:0008233);hydrolase activity(GO:0016787)	proteolysis(GO:0006508)	5	67142795	67146249	5.546107e-09	1	0.936637	1	PA	extracellular region(GO:0005576)
CTL	sumratio	SORBI_3005G187000						5	67191159	67193132	5.546107e-09	1	0.897891	1	PA	
CTL	sumratio	SORBI_3003G105900	RING-type domain-containing protein	OS01G0104100 PROTEIN (PTHR15315:SF89)	""	zinc ion binding(GO:0008270);metal ion binding(GO:0046872);ubiquitin protein ligase activity(GO:0061630)	ubiquitin-dependent protein catabolic process(GO:0006511)	3	9602593	9609797	5.659311e-09	3	0.529197	1	Sum_DGDG_over_PA_log10safe	cytoplasm(GO:0005737)
CTL	sumratio	SORBI_3003G106600	EXPERA domain-containing protein	EXPERA DOMAIN-CONTAINING PROTEIN (PTHR14207:SF2)	isomerase(PC00135)	C-8 sterol isomerase activity(GO:0000247);steroid Delta-isomerase activity(GO:0004769);cholestenol delta-isomerase activity(GO:0047750)	sterol metabolic process(GO:0016125);sterol biosynthetic process(GO:0016126)	3	9654270	9659957	5.659311e-09	3	0.424458	1	Sum_DGDG_over_PA_log10safe	endoplasmic reticulum(GO:0005783);membrane(GO:0016020)
CTL	sumratio	SORBI_3003G107500	Protein CHROMATIN REMODELING 8	DNA EXCISION REPAIR PROTEIN ERCC-6-RELATED (PTHR45629:SF7)	damaged DNA-binding protein(PC00086)	nucleotide binding(GO:0000166);DNA binding(GO:0003677);helicase activity(GO:0004386);ATP binding(GO:0005524);hydrolase activity(GO:0016787);ATP-dependent chromatin remodeler activity(GO:0140658)	DNA repair(GO:0006281);transcription-coupled nucleotide-excision repair(GO:0006283);chromatin remodeling(GO:0006338);DNA damage response(GO:0006974)	3	9720318	9727094	5.659311e-09	3	0.480903	1	Sum_DGDG_over_PA_log10safe	nucleus(GO:0005634)
LIN	individual	SORBI_3010G064200	1,3-beta-glucan synthase	CALLOSE SYNTHASE 5 (PTHR12741:SF107)	""	1,3-beta-D-glucan synthase activity(GO:0003843);transferase activity(GO:0016740);glycosyltransferase activity(GO:0016757);glucosyltransferase activity(GO:0046527)	(1->3)-beta-D-glucan biosynthetic process(GO:0006075);regulation of cell shape(GO:0008360);cell wall organization(GO:0071555)	10	5075591	5094445	3.397631e-16	6	1	12	3-Epilupeol; NAE(18:0); TG(10:0_16:0_16:0); TG(12:0_14:0_16:0); TG(12:0_16:0_16:0); TG(12:0_16:0_18:3); TG(14:0_14:0_16:1); TG(14:0_16:0_18:1); TG(14:0_16:1_22:6); TG(16:0_18:1_20:0); TG(18:0_18:2_18:2); TG(18:1_18:2_18:2)	1,3-beta-D-glucan synthase complex(GO:0000148);plasma membrane(GO:0005886);membrane(GO:0016020)
LIN	individual	SORBI_3003G169600	Mitochondrial carrier protein	MITOCHONDRIAL NICOTINAMIDE ADENINE DINUCLEOTIDE TRANSPORTER 1-RELATED (PTHR45683:SF2)	transporter(PC00227)	nucleotide transmembrane transporter activity(GO:0015215);NAD transmembrane transporter activity(GO:0051724)	nucleotide transport(GO:0006862);NAD transmembrane transport(GO:0035352);transmembrane transport(GO:0055085)	3	29128352	29175273	6.983884e-67	3	1	12	AEG(o-15:2_15:0); DG(18:0_20:3); PC(18:1_18:2); PC(18:1_20:4); PC(18:2_20:4); TG(14:0_18:1_18:1); TG(14:0_18:1_18:3); TG(16:1_16:1_22:5); TG(18:1_18:2_18:2); TG(18:2_18:2_22:1); TG(18:3_18:3_20:3); TG(8:0_10:0_10:0)	membrane(GO:0016020)
LIN	individual	SORBI_3007G102400	Aminotransferase-like plant mobile domain-containing protein	AMINOTRANSFERASE-LIKE PLANT MOBILE DOMAIN-CONTAINING PROTEIN (PTHR48243:SF1)	""	""	""	7	28030754	28044946	1.96846e-12	3	1	8	SQDG(16:0_18:1); TG(12:0_16:0_16:0); TG(14:0_14:0_16:1); TG(14:0_16:0_18:1); TG(14:0_16:0_18:2); TG(14:0_16:1_18:2); TG(14:0_16:1_22:6); TG(16:0_18:1_20:0)	""
LIN	individual	SORBI_3010G150325	F-box domain-containing protein	F-BOX DOMAIN-CONTAINING PROTEIN (PTHR34591:SF23)	""	""	""	10	43371492	43382976	1.414455e-18	101	1	7	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; 13S-HOTrE; 9,12,13,TriHODE; Hydroperoxy fatty acid (18:3); MGDG(16:0_18:1); Oxo fatty acid (18:3); SQDG(16:0_18:1)	""
LIN	individual	SORBI_3010G150575	Small ribosomal subunit protein uS5 C-terminal domain-containing protein	RIBOSOMAL PROTEIN S2, PUTATIVE, EXPRESSED-RELATED (PTHR13718:SF118)	ribosomal protein(PC00202)	RNA binding(GO:0003723);mRNA binding(GO:0003729);structural constituent of ribosome(GO:0003735)	translation(GO:0006412)	10	43378469	43381792	1.414455e-18	90	1	7	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; 13S-HOTrE; 9,12,13,TriHODE; Hydroperoxy fatty acid (18:3); MGDG(16:0_18:1); Oxo fatty acid (18:3); SQDG(16:0_18:1)	ribosome(GO:0005840);cytosolic small ribosomal subunit(GO:0022627);ribonucleoprotein complex(GO:1990904)
LIN	individual	SORBI_3010G150600	Uncharacterized protein	""	""	""	""	10	43384079	43387095	1.414455e-18	87	1	7	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; 13S-HOTrE; 9,12,13,TriHODE; Hydroperoxy fatty acid (18:3); MGDG(16:0_18:1); Oxo fatty acid (18:3); SQDG(16:0_18:1)	""
LIN	individual	SORBI_3010G150700	PABC domain-containing protein	""	""	RNA binding(GO:0003723)	""	10	43385894	43391519	1.414455e-18	88	0.979154	7	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; 13S-HOTrE; 9,12,13,TriHODE; Hydroperoxy fatty acid (18:3); MGDG(16:0_18:1); Oxo fatty acid (18:3); SQDG(16:0_18:1)	""
LIN	individual	SORBI_3010G150800	Cytoplasmic tRNA 2-thiolation protein 1 C-terminal domain-containing protein	CYTOPLASMIC TRNA 2-THIOLATION PROTEIN (PTHR33513:SF45)	""	""	""	10	43592744	43593468	5.936528e-12	48	0.951564	7	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; 13S-HOTrE; 9,12,13,TriHODE; Hydroperoxy fatty acid (18:3); MGDG(16:0_18:1); Oxo fatty acid (18:3); SQDG(16:0_18:1)	""
LIN	individual	SORBI_3010G150900	Uncharacterized protein	OS06G0523300 PROTEIN (PTHR33513:SF43)	""	""	""	10	43624162	43626620	5.936528e-12	46	1	7	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; 13S-HOTrE; 9,12,13,TriHODE; Hydroperoxy fatty acid (18:3); MGDG(16:0_18:1); Oxo fatty acid (18:3); SQDG(16:0_18:1)	""
LIN	individual	SORBI_3010G151000	CMP-sialic acid transporter 1	UDP-SUGAR TRANSPORTER PROTEIN SLC35A4-RELATED (PTHR10231:SF43)	transporter(PC00227)	sialic acid transmembrane transporter activity(GO:0015136);pyrimidine nucleotide-sugar transmembrane transporter activity(GO:0015165)	sialic acid transport(GO:0015739);transmembrane transport(GO:0055085);pyrimidine nucleotide-sugar transmembrane transport(GO:0090481)	10	43625333	43633284	5.936528e-12	46	1	7	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; 13S-HOTrE; 9,12,13,TriHODE; Hydroperoxy fatty acid (18:3); MGDG(16:0_18:1); Oxo fatty acid (18:3); SQDG(16:0_18:1)	Golgi membrane(GO:0000139);membrane(GO:0016020)
LIN	individual	SORBI_3002G115900	Uncharacterized protein	HOMEOBOX DOMAIN-CONTAINING PROTEIN (PTHR45654:SF110)	homeodomain transcription factor(PC00119)	DNA binding(GO:0003677);lipid binding(GO:0008289)	""	2	14263932	14268689	3.761098e-13	13	1	7	PC(16:1_20:5); PC(18:2_20:4); TG(18:1_18:2_18:2); TG(18:2_18:2_18:4); TG(18:2_20:2_22:2); TG(18:2_20:3_22:0); TG(18:3_18:3_18:3)	nucleus(GO:0005634)
LIN	individual	SORBI_3010G170000	O-acyltransferase	DIACYLGLYCEROL O-ACYLTRANSFERASE 1 (PTHR10408:SF7)	acyltransferase(PC00042)	diacylglycerol O-acyltransferase activity(GO:0004144);O-acyltransferase activity(GO:0008374);transferase activity(GO:0016740);acyltransferase activity(GO:0016746)	triglyceride biosynthetic process(GO:0019432)	10	50099836	50118712	3.159062e-15	46	1	6	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; TG(18:1_18:3_22:0); TG(18:2_18:2_18:4); TG(18:2_20:2_22:2); TG(18:2_20:3_22:0); TG(18:3_18:3_18:3)	endoplasmic reticulum membrane(GO:0005789);chloroplast envelope(GO:0009941)
LIN	individual	SORBI_3002G116200	Adenylate kinase isoenzyme 6 homolog	ADENYLATE KINASE ISOENZYME 6 (PTHR12595:SF0)	chromatin/chromatin-binding, or -regulatory protein(PC00077)	nucleotide binding(GO:0000166);AMP kinase activity(GO:0004017);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740);ATP hydrolysis activity(GO:0016887)	rRNA processing(GO:0006364);unidimensional cell growth(GO:0009826);ribosome biogenesis(GO:0042254);ribosomal small subunit biogenesis(GO:0042274);nucleoside monophosphate phosphorylation(GO:0046940);developmental vegetative growth(GO:0080186)	2	14367424	14373241	3.761098e-13	18	0.76965	6	PC(18:2_20:4); TG(18:1_18:2_18:2); TG(18:2_18:2_18:4); TG(18:2_20:2_22:2); TG(18:2_20:3_22:0); TG(18:3_18:3_18:3)	nucleus(GO:0005634);cytoplasm(GO:0005737)
LIN	individual	SORBI_3002G116300	Poly [ADP-ribose] polymerase	POLY [ADP-RIBOSE] POLYMERASE 1 (PTHR10459:SF80)	DNA metabolism protein(PC00009)	DNA binding(GO:0003677);NAD+ poly-ADP-ribosyltransferase activity(GO:0003950);zinc ion binding(GO:0008270);transferase activity(GO:0016740);glycosyltransferase activity(GO:0016757);nucleotidyltransferase activity(GO:0016779);metal ion binding(GO:0046872);NAD binding(GO:0051287);NAD+-protein-aspartate ADP-ribosyltransferase activity(GO:0140806);NAD+-protein-glutamate ADP-ribosyltransferase activity(GO:0140807);NAD+-protein mono-ADP-ribosyltransferase activity(GO:1990404)	double-strand break repair(GO:0006302);DNA damage response(GO:0006974);protein poly-ADP-ribosylation(GO:0070212)	2	14374369	14388408	3.761098e-13	18	0.852944	6	PC(18:2_20:4); TG(18:1_18:2_18:2); TG(18:2_18:2_18:4); TG(18:2_20:2_22:2); TG(18:2_20:3_22:0); TG(18:3_18:3_18:3)	nucleus(GO:0005634);nucleolus(GO:0005730)
LIN	individual	SORBI_3002G116400	Uncharacterized protein	""	""	""	""	2	14386780	14394301	3.761098e-13	18	1	6	PC(18:2_20:4); TG(18:1_18:2_18:2); TG(18:2_18:2_18:4); TG(18:2_20:2_22:2); TG(18:2_20:3_22:0); TG(18:3_18:3_18:3)	""
LIN	individual	SORBI_3002G116500	tRNA N(3)-methylcytidine methyltransferase	TRNA N(3)-METHYLCYTIDINE METHYLTRANSFERASE (PTHR22809:SF14)	methyltransferase(PC00155)	methyltransferase activity(GO:0008168);RNA methyltransferase activity(GO:0008173);S-adenosylmethionine-dependent methyltransferase activity(GO:0008757);transferase activity(GO:0016740)	methylation(GO:0032259)	2	14394493	14397860	3.761098e-13	18	0.766728	6	PC(18:2_20:4); TG(18:1_18:2_18:2); TG(18:2_18:2_18:4); TG(18:2_20:2_22:2); TG(18:2_20:3_22:0); TG(18:3_18:3_18:3)	""
LIN	individual	SORBI_3002G116600	C2H2-type domain-containing protein	C2H2 AND C2HC ZINC FINGERS SUPERFAMILY PROTEIN (PTHR45801:SF114)	""	zinc ion binding(GO:0008270);metal ion binding(GO:0046872)	""	2	14438063	14447902	3.761098e-13	18	0.790536	6	PC(18:2_20:4); TG(18:1_18:2_18:2); TG(18:2_18:2_18:4); TG(18:2_20:2_22:2); TG(18:2_20:3_22:0); TG(18:3_18:3_18:3)	nucleus(GO:0005634)
LIN	individual	SORBI_3002G116800	Uncharacterized protein	ALPHA-1,2-GALACTOSYLTRANSFERASE (PTHR31306:SF4)	transferase(PC00220)	transferase activity(GO:0016740);glycosyltransferase activity(GO:0016757)	protein N-linked glycosylation(GO:0006487)	2	14448673	14451492	3.761098e-13	17	0.975573	6	PC(18:2_20:4); TG(18:1_18:2_18:2); TG(18:2_18:2_18:4); TG(18:2_20:2_22:2); TG(18:2_20:3_22:0); TG(18:3_18:3_18:3)	Golgi membrane(GO:0000139);membrane(GO:0016020)
LIN	individual	SORBI_3002G117100	Protein kinase domain-containing protein	CYCLIN-DEPENDENT KINASE G-1 (PTHR24055:SF585)	non-receptor serine/threonine protein kinase(PC00167)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);RNA polymerase II CTD heptapeptide repeat kinase activity(GO:0008353);kinase activity(GO:0016301);transferase activity(GO:0016740)	regulation of transcription by RNA polymerase II(GO:0006357);intracellular signal transduction(GO:0035556)	2	14477359	14478852	3.761098e-13	17	1	6	PC(18:2_20:4); TG(18:1_18:2_18:2); TG(18:2_18:2_18:4); TG(18:2_20:2_22:2); TG(18:2_20:3_22:0); TG(18:3_18:3_18:3)	nucleus(GO:0005634);cytoplasm(GO:0005737)
LIN	individual	SORBI_3002G117300	Thaumatin-like protein	OS07G0419300 PROTEIN (PTHR31048:SF218)	""	""	defense response(GO:0006952)	2	14484015	14488033	3.761098e-13	16	0.945739	6	PC(18:2_20:4); TG(18:1_18:2_18:2); TG(18:2_18:2_18:4); TG(18:2_20:2_22:2); TG(18:2_20:3_22:0); TG(18:3_18:3_18:3)	""
LIN	individual	SORBI_3002G117400	C2H2-type domain-containing protein	OS07G0419800 PROTEIN (PTHR31197:SF7)	""	DNA-binding transcription factor activity(GO:0003700)	regulation of DNA-templated transcription(GO:0006355)	2	14490714	14494222	3.761098e-13	16	0.978371	6	PC(18:2_20:4); TG(18:1_18:2_18:2); TG(18:2_18:2_18:4); TG(18:2_20:2_22:2); TG(18:2_20:3_22:0); TG(18:3_18:3_18:3)	nucleus(GO:0005634)
LIN	individual	SORBI_3001G189000	Peroxidase	PEROXIDASE 1-RELATED (PTHR31235:SF83)	peroxidase(PC00180)	peroxidase activity(GO:0004601);oxidoreductase activity(GO:0016491);heme binding(GO:0020037);metal ion binding(GO:0046872);lactoperoxidase activity(GO:0140825)	response to stress(GO:0006950);response to oxidative stress(GO:0006979);hydrogen peroxide catabolic process(GO:0042744);cellular oxidant detoxification(GO:0098869)	1	16701625	16704722	4.33485e-13	39	1	5	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; 13S-HOTrE; 9,12,13,TriHODE; Hydroperoxy fatty acid (18:3); Oxo fatty acid (18:3)	extracellular region(GO:0005576);plant-type cell wall(GO:0009505)
LIN	individual	SORBI_3001G189600	F-box domain-containing protein	F-BOX DOMAIN CONTAINING PROTEIN, EXPRESSED (PTHR38926:SF12)	""	SCF ubiquitin ligase complex binding(GO:1905761)	""	1	16761929	16767469	4.33485e-13	36	0.896569	5	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; 13S-HOTrE; 9,12,13,TriHODE; Hydroperoxy fatty acid (18:3); Oxo fatty acid (18:3)	""
LIN	individual	SORBI_3001G188700	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 3	GH11935P (PTHR12692:SF0)	glycosyltransferase(PC00111)	""	protein N-linked glycosylation via asparagine(GO:0018279)	1	16682554	16687670	1.891978e-12	33	1	5	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; 13S-HOTrE; 9,12,13,TriHODE; Hydroperoxy fatty acid (18:3); Oxo fatty acid (18:3)	endoplasmic reticulum membrane(GO:0005789);oligosaccharyltransferase complex(GO:0008250)
LIN	individual	SORBI_3001G188900	DUF952 domain-containing protein	DUF952 DOMAIN-CONTAINING PROTEIN (PTHR34129:SF1)	""	""	""	1	16695687	16699336	1.891978e-12	46	1	5	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; 13S-HOTrE; 9,12,13,TriHODE; Hydroperoxy fatty acid (18:3); Oxo fatty acid (18:3)	""
LIN	individual	SORBI_3001G188800	Gnk2-homologous domain-containing protein	OS03G0564600 PROTEIN (PTHR32099:SF30)	""	""	""	1	16693614	16694447	9.444692e-12	29	0.952582	5	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; 13S-HOTrE; 9,12,13,TriHODE; Hydroperoxy fatty acid (18:3); Oxo fatty acid (18:3)	""
LIN	individual	SORBI_3001G188100	HTH La-type RNA-binding domain-containing protein	OS03G0566500 PROTEIN (PTHR22792:SF113)	RNA metabolism protein(PC00031)	nucleic acid binding(GO:0003676);RNA binding(GO:0003723)	RNA processing(GO:0006396)	1	16604255	16607372	1.156826e-11	30	0.872407	5	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; 13S-HOTrE; 9,12,13,TriHODE; Hydroperoxy fatty acid (18:3); Oxo fatty acid (18:3)	nucleus(GO:0005634);ribonucleoprotein complex(GO:1990904)
LIN	individual	SORBI_3001G188600	Pentacotripeptide-repeat region of PRORP domain-containing protein	BOX HELICASE FAMILY PROTEIN, PUTATIVE, EXPRESSED-RELATED (PTHR47932:SF74)	""	mRNA binding(GO:0003729)	""	1	16676559	16679092	1.156826e-11	29	1	5	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; 13S-HOTrE; 9,12,13,TriHODE; Hydroperoxy fatty acid (18:3); Oxo fatty acid (18:3)	""
LIN	individual	SORBI_3002G114700	Carbohydrate kinase FGGY C-terminal domain-containing protein	D-RIBULOSE KINASE (PTHR10196:SF80)	carbohydrate kinase(PC00065)	nucleotide binding(GO:0000166);D-xylulokinase activity(GO:0004856);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740);D-ribulokinase activity(GO:0019150)	carbohydrate metabolic process(GO:0005975);xylulose metabolic process(GO:0005997);carbohydrate phosphorylation(GO:0046835)	2	13999964	14002534	2.595338e-11	6	0.855657	6	PC(16:1_20:5); PC(18:2_20:4); TG(18:1_18:2_18:2); TG(18:2_18:2_18:4); TG(18:2_20:2_22:2); TG(18:3_18:3_18:3)	cytosol(GO:0005829)
LIN	individual	SORBI_3002G114800	Uncharacterized protein	CALCIUM-DEPENDENT PROTEIN KINASE 18 (PTHR24349:SF349)	non-receptor serine/threonine protein kinase(PC00167)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);calcium/calmodulin-dependent protein kinase activity(GO:0004683);calcium ion binding(GO:0005509);calmodulin binding(GO:0005516);ATP binding(GO:0005524);calcium-dependent protein serine/threonine kinase activity(GO:0009931);kinase activity(GO:0016301);transferase activity(GO:0016740);metal ion binding(GO:0046872)	intracellular signal transduction(GO:0035556);defense response to fungus(GO:0050832)	2	14003613	14017732	2.595338e-11	5	1	6	PC(16:1_20:5); PC(18:2_20:4); TG(18:1_18:2_18:2); TG(18:2_18:2_18:4); TG(18:2_20:2_22:2); TG(18:3_18:3_18:3)	nucleus(GO:0005634);cytoplasm(GO:0005737);plasma membrane(GO:0005886)
LIN	individual	SORBI_3002G114900	Importin N-terminal domain-containing protein	IMPORTIN N-TERMINAL DOMAIN-CONTAINING PROTEIN (PTHR11223:SF9)	transporter(PC00227)	nuclear export signal receptor activity(GO:0005049);small GTPase binding(GO:0031267)	ribosomal large subunit export from nucleus(GO:0000055);ribosomal small subunit export from nucleus(GO:0000056);protein export from nucleus(GO:0006611);intracellular protein transport(GO:0006886);embryo sac development(GO:0009553);pollen germination(GO:0009846);pollen tube growth(GO:0009860);protein transport(GO:0015031);mRNA transport(GO:0051028)	2	14069793	14086288	2.595338e-11	6	0.888142	6	PC(16:1_20:5); PC(18:2_20:4); TG(18:1_18:2_18:2); TG(18:2_18:2_18:4); TG(18:2_20:2_22:2); TG(18:3_18:3_18:3)	nucleus(GO:0005634);nuclear pore(GO:0005643);cytoplasm(GO:0005737);nuclear membrane(GO:0031965)
LIN	individual	SORBI_3002G115000						2	14113788	14116244	2.595338e-11	6	0.888142	6	PC(16:1_20:5); PC(18:2_20:4); TG(18:1_18:2_18:2); TG(18:2_18:2_18:4); TG(18:2_20:2_22:2); TG(18:3_18:3_18:3)	
LIN	individual	SORBI_3002G115025	Uncharacterized protein	""	""	""	""	2	14117523	14123129	2.595338e-11	6	0.888142	6	PC(16:1_20:5); PC(18:2_20:4); TG(18:1_18:2_18:2); TG(18:2_18:2_18:4); TG(18:2_20:2_22:2); TG(18:3_18:3_18:3)	""
LIN	individual	SORBI_3002G115200	Gnk2-homologous domain-containing protein	GNK2-HOMOLOGOUS DOMAIN-CONTAINING PROTEIN (PTHR32080:SF54)	""	D-mannose binding(GO:0005537);carbohydrate binding(GO:0030246)	defense response(GO:0006952);killing of cells of another organism(GO:0031640);defense response to bacterium(GO:0042742);defense response to fungus(GO:0050832)	2	14136793	14137639	2.595338e-11	5	0.661874	6	PC(16:1_20:5); PC(18:2_20:4); TG(18:1_18:2_18:2); TG(18:2_18:2_18:4); TG(18:2_20:2_22:2); TG(18:3_18:3_18:3)	plasma membrane(GO:0005886);plasmodesma(GO:0009506)
LIN	individual	SORBI_3002G115500	Uncharacterized protein	""	""	""	""	2	14218124	14221643	2.595338e-11	7	0.74124	6	PC(16:1_20:5); PC(18:2_20:4); TG(18:1_18:2_18:2); TG(18:2_18:2_18:4); TG(18:2_20:2_22:2); TG(18:3_18:3_18:3)	""
LIN	individual	SORBI_3001G187600	Tyrosine N-monooxygenase	OS04G0171600 PROTEIN (PTHR24298:SF143)	oxygenase(PC00177)	monooxygenase activity(GO:0004497);iron ion binding(GO:0005506);oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen(GO:0016705);oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen(GO:0016709);heme binding(GO:0020037);metal ion binding(GO:0046872)	secondary metabolite biosynthetic process(GO:0044550)	1	16547239	16551104	2.818379e-11	28	0.966278	5	11,14,17-Eicosatrienoic acid,(Z,Z,Z)-; 13S-HOTrE; 9,12,13,TriHODE; Hydroperoxy fatty acid (18:3); Oxo fatty acid (18:3)	membrane(GO:0016020)
