Condition	Theme	GeneID	GeneName	Family_SubFamily	Protein_class	GO_MF	GO_BP	Best_P_Value	Max_N_Phenotypes	TraitLayers
CTL	Defense and stress signaling	SORBI_3003G082500	SHSP domain-containing protein	16.6 KDA HEAT SHOCK PROTEIN (PTHR11527:SF389)	chaperone(PC00072)	unfolded protein binding(GO:0051082)	protein folding(GO:0006457);response to heat(GO:0009408);response to salt stress(GO:0009651);response to hydrogen peroxide(GO:0042542);protein complex oligomerization(GO:0051259)	3.81e-09	5	SumRatio
CTL	Defense and stress signaling	SORBI_3002G345600	Knottin scorpion toxin-like domain-containing protein	DRO1 PROTEIN-RELATED (PTHR33147:SF39)	antimicrobial response protein(PC00051)	NA	defense response(GO:0006952)	4.57e-09	5	SumRatio
CTL	Defense and stress signaling	SORBI_3001G419000	Heat shock protein 70	OS11G0187600 PROTEIN (PTHR19375:SF398)	Hsp70 family chaperone(PC00027)	nucleotide binding(GO:0000166);ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887);heat shock protein binding(GO:0031072);protein folding chaperone(GO:0044183);ATP-dependent protein folding chaperone(GO:0140662)	protein refolding(GO:0042026)	2.13e-10	4	Individual;SumRatio
CTL	Defense and stress signaling	SORBI_3001G419200	Heat shock protein 70	OS11G0187600 PROTEIN (PTHR19375:SF398)	Hsp70 family chaperone(PC00027)	nucleotide binding(GO:0000166);ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887);heat shock protein binding(GO:0031072);protein folding chaperone(GO:0044183);ATP-dependent protein folding chaperone(GO:0140662)	protein refolding(GO:0042026)	2.13e-10	4	Individual;SumRatio
CTL	Defense and stress signaling	SORBI_3001G419300	Heat shock protein 70	OS11G0187600 PROTEIN (PTHR19375:SF398)	Hsp70 family chaperone(PC00027)	nucleotide binding(GO:0000166);ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887);heat shock protein binding(GO:0031072);protein folding chaperone(GO:0044183);ATP-dependent protein folding chaperone(GO:0140662)	protein refolding(GO:0042026)	2.13e-10	4	Individual;SumRatio
CTL	Defense and stress signaling	SORBI_3001G419400	Uncharacterized protein (Fragment)	OS11G0187600 PROTEIN (PTHR19375:SF398)	Hsp70 family chaperone(PC00027)	nucleotide binding(GO:0000166);ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887);heat shock protein binding(GO:0031072);protein folding chaperone(GO:0044183);ATP-dependent protein folding chaperone(GO:0140662)	protein refolding(GO:0042026)	2.13e-10	4	Individual;SumRatio
CTL	Defense and stress signaling	SORBI_3006G006800	rRNA N-glycosylase	RRNA N-GLYCOSYLASE (PTHR33453:SF3)	NA	hydrolase activity(GO:0016787);rRNA N-glycosylase activity(GO:0030598);toxin activity(GO:0090729)	defense response(GO:0006952);negative regulation of translation(GO:0017148);modulation of process of another organism(GO:0035821)	4.69e-10	4	SumRatio
CTL	Defense and stress signaling	SORBI_3001G129000	Uncharacterized protein	HEAT SHOCK 70 KDA PROTEIN 6 CHLOROPLASTIC (PTHR19375:SF550)	Hsp70 family chaperone(PC00027)	nucleotide binding(GO:0000166);ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887);heat shock protein binding(GO:0031072);protein folding chaperone(GO:0044183);unfolded protein binding(GO:0051082);ATP-dependent protein folding chaperone(GO:0140662)	protein folding(GO:0006457);response to heat(GO:0009408);protein refolding(GO:0042026)	7.29e-10	4	SumRatio
CTL	Defense and stress signaling	SORBI_3006G190700	Antimicrobial peptide 1	NA	NA	NA	defense response(GO:0006952);negative regulation of growth(GO:0045926)	1.34e-09	4	SumRatio
CTL	Defense and stress signaling	SORBI_3006G190800	BZIP domain-containing protein	ABSCISIC ACID-INSENSITIVE 5-LIKE PROTEIN 5 (PTHR22952:SF485)	basic leucine zipper transcription factor(PC00056)	DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)	regulation of DNA-templated transcription(GO:0006355);abscisic acid-activated signaling pathway(GO:0009738);positive regulation of DNA-templated transcription(GO:0045893)	1.34e-09	4	SumRatio
CTL	Defense and stress signaling	SORBI_3006G190850	Antimicrobial peptide 1	NA	NA	NA	defense response(GO:0006952);negative regulation of growth(GO:0045926)	1.34e-09	4	SumRatio
CTL	Defense and stress signaling	SORBI_3001G259400	Protein TIFY	PROTEIN TIFY (PTHR33077:SF64)	NA	NA	response to wounding(GO:0009611);regulation of defense response(GO:0031347);regulation of jasmonic acid mediated signaling pathway(GO:2000022)	1.38e-09	4	Individual
CTL	Defense and stress signaling	SORBI_3005G146800	SCP domain-containing protein	SCP DOMAIN-CONTAINING PROTEIN (PTHR10334:SF377)	defense/immunity protein(PC00090)	NA	NA	2.71e-09	4	Individual
CTL	Defense and stress signaling	SORBI_3002G391501	Plant heme peroxidase family profile domain-containing protein	PLANT HEME PEROXIDASE FAMILY PROFILE DOMAIN-CONTAINING PROTEIN (PTHR31235:SF259)	peroxidase(PC00180)	peroxidase activity(GO:0004601);oxidoreductase activity(GO:0016491);heme binding(GO:0020037);metal ion binding(GO:0046872);lactoperoxidase activity(GO:0140825)	response to stress(GO:0006950);response to oxidative stress(GO:0006979);hydrogen peroxide catabolic process(GO:0042744);cellular oxidant detoxification(GO:0098869)	2.79e-09	4	SumRatio
CTL	Defense and stress signaling	SORBI_3009G169000	pyruvate decarboxylase	PYRUVATE DECARBOXYLASE 1 (PTHR43452:SF7)	decarboxylase(PC00089)	magnesium ion binding(GO:0000287);catalytic activity(GO:0003824);pyruvate decarboxylase activity(GO:0004737);lyase activity(GO:0016829);carboxy-lyase activity(GO:0016831);thiamine pyrophosphate binding(GO:0030976);metal ion binding(GO:0046872)	aromatic amino acid family catabolic process to alcohol via Ehrlich pathway(GO:0000949);response to stress(GO:0006950);response to decreased oxygen levels(GO:0036293)	2.99e-09	4	SumRatio
CTL	Defense and stress signaling	SORBI_3001G125800	Lipoxygenase	LINOLEATE 9S-LIPOXYGENASE 5 (PTHR11771:SF112)	oxygenase(PC00177)	oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen(GO:0016702);metal ion binding(GO:0046872);dioxygenase activity(GO:0051213)	lipid metabolic process(GO:0006629);fatty acid metabolic process(GO:0006631);fatty acid biosynthetic process(GO:0006633);response to wounding(GO:0009611);oxylipin biosynthetic process(GO:0031408);lipid oxidation(GO:0034440);response to other organism(GO:0051707)	1.18e-10	3	Individual
CTL	Defense and stress signaling	SORBI_3001G125900	Lipoxygenase	LINOLEATE 9S-LIPOXYGENASE 3-RELATED (PTHR11771:SF49)	oxygenase(PC00177)	oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen(GO:0016702);metal ion binding(GO:0046872);dioxygenase activity(GO:0051213);linoleate 9S-lipoxygenase activity(GO:1990136)	lipid metabolic process(GO:0006629);fatty acid metabolic process(GO:0006631);fatty acid biosynthetic process(GO:0006633);response to wounding(GO:0009611);oxylipin biosynthetic process(GO:0031408);lipid oxidation(GO:0034440);response to other organism(GO:0051707)	1.18e-10	3	Individual
CTL	Defense and stress signaling	SORBI_3005G052100	Zn(2)-C6 fungal-type domain-containing protein	DNAJ HEAT SHOCK N-TERMINAL DOMAIN-CONTAINING PROTEIN (PTHR44137:SF24)	NA	NA	NA	1.44e-09	3	SumRatio
CTL	Defense and stress signaling	SORBI_3005G052200	Zn(2)-C6 fungal-type domain-containing protein	DNAJ HEAT SHOCK N-TERMINAL DOMAIN-CONTAINING PROTEIN (PTHR44137:SF24)	NA	NA	NA	1.44e-09	3	SumRatio
CTL	Defense and stress signaling	SORBI_3008G189400	Uncharacterized protein	OS09G0267800 PROTEIN (PTHR47186:SF3)	NA	nucleotide binding(GO:0000166);ATP binding(GO:0005524);ADP binding(GO:0043531)	innate immune response-activating signaling pathway(GO:0002758);defense response(GO:0006952);plant-type hypersensitive response(GO:0009626);defense response to bacterium(GO:0042742)	1.5e-09	3	Individual
CTL	Defense and stress signaling	SORBI_3004G155000	Late embryogenesis abundant protein LEA-2 subgroup domain-containing protein	OS02G0507900 PROTEIN (PTHR31852:SF290)	NA	NA	defense response to other organism(GO:0098542)	3.23e-09	3	Individual
CTL	Defense and stress signaling	SORBI_3002G225100	BZIP domain-containing protein	OS09G0456200 PROTEIN (PTHR22952:SF417)	basic leucine zipper transcription factor(PC00056)	DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)	regulation of DNA-templated transcription(GO:0006355);abscisic acid-activated signaling pathway(GO:0009738);positive regulation of DNA-templated transcription(GO:0045893)	3.45e-09	3	SumRatio
CTL	Defense and stress signaling	SORBI_3005G021800	Late embryogenesis abundant protein LEA-2 subgroup domain-containing protein	HARPIN-INDUCED PROTEIN 1 CONTAINING PROTEIN, EXPRESSED (PTHR31852:SF236)	NA	NA	defense response to other organism(GO:0098542)	3.92e-09	3	SumRatio
CTL	Defense and stress signaling	SORBI_3005G021950	VQ domain-containing protein	OS11G0131100 PROTEIN (PTHR33179:SF64)	NA	calmodulin binding(GO:0005516)	response to osmotic stress(GO:0006970)	3.92e-09	3	SumRatio
CTL	Defense and stress signaling	SORBI_3003G197600	SKP1-like protein	SKP1-LIKE PROTEIN 14-RELATED (PTHR11165:SF208)	ubiquitin-protein ligase(PC00234)	cullin family protein binding(GO:0097602)	ubiquitin-dependent protein catabolic process(GO:0006511);jasmonic acid mediated signaling pathway(GO:0009867);protein ubiquitination(GO:0016567);SCF-dependent proteasomal ubiquitin-dependent protein catabolic process(GO:0031146)	4.07e-09	3	SumRatio
CTL	Defense and stress signaling	SORBI_3002G386400	RRM domain-containing protein	OS07G0631900 PROTEIN (PTHR48025:SF12)	NA	nucleic acid binding(GO:0003676);RNA binding(GO:0003723);mRNA binding(GO:0003729)	mRNA processing(GO:0006397);response to cold(GO:0009409);chloroplast rRNA processing(GO:1901259)	5.37e-09	3	SumRatio
CTL	Defense and stress signaling	SORBI_3003G325800	Morc S5 domain-containing protein	PROTEIN MICRORCHIDIA 6 (PTHR23336:SF73)	NA	nuclease activity(GO:0004518);endonuclease activity(GO:0004519);ATP hydrolysis activity(GO:0016887)	DNA repair(GO:0006281);DNA damage response(GO:0006974);regulatory ncRNA-mediated gene silencing(GO:0031047);positive regulation of defense response(GO:0031349);defense response to other organism(GO:0098542)	8.17e-10	2	Individual
CTL	Defense and stress signaling	SORBI_3009G033400	Peroxidase	PEROXIDASE (PTHR31235:SF18)	peroxidase(PC00180)	catalytic activity(GO:0003824);peroxidase activity(GO:0004601);oxidoreductase activity(GO:0016491);heme binding(GO:0020037);metal ion binding(GO:0046872);lactoperoxidase activity(GO:0140825)	response to stress(GO:0006950);response to oxidative stress(GO:0006979);hydrogen peroxide catabolic process(GO:0042744);cellular oxidant detoxification(GO:0098869)	1.92e-09	2	SumRatio
CTL	Defense and stress signaling	SORBI_3009G033500	Peroxidase	PEROXIDASE (PTHR31235:SF272)	peroxidase(PC00180)	peroxidase activity(GO:0004601);oxidoreductase activity(GO:0016491);heme binding(GO:0020037);metal ion binding(GO:0046872);lactoperoxidase activity(GO:0140825)	response to stress(GO:0006950);response to oxidative stress(GO:0006979);hydrogen peroxide catabolic process(GO:0042744);cellular oxidant detoxification(GO:0098869)	1.92e-09	2	SumRatio
CTL	Defense and stress signaling	SORBI_3007G140200	Lipocalin_cytosolic fatty-acid binding domain-containing protein	APOLIPOPROTEIN D (PTHR10612:SF34)	apolipoprotein(PC00052)	NA	response to reactive oxygen species(GO:0000302);lipid metabolic process(GO:0006629);response to stress(GO:0006950)	1.94e-09	2	Individual
CTL	Defense and stress signaling	SORBI_3010G103300	MACPF domain-containing protein	OS06G0251100 PROTEIN (PTHR33199:SF7)	NA	NA	defense response(GO:0006952);plant-type hypersensitive response(GO:0009626);programmed cell death(GO:0012501);regulation of salicylic acid mediated signaling pathway(GO:2000031)	2.41e-09	2	Individual
CTL	Defense and stress signaling	SORBI_3010G149700	Peroxidase	OS06G0521900 PROTEIN (PTHR31388:SF19)	peroxidase(PC00180)	peroxidase activity(GO:0004601);oxidoreductase activity(GO:0016491);heme binding(GO:0020037);metal ion binding(GO:0046872);lactoperoxidase activity(GO:0140825)	response to oxidative stress(GO:0006979);hydrogen peroxide catabolic process(GO:0042744);cellular oxidant detoxification(GO:0098869)	2.44e-09	2	Individual
CTL	Defense and stress signaling	SORBI_3008G076200	aldehyde oxygenase (deformylating)	NA	NA	iron ion binding(GO:0005506);oxidoreductase activity(GO:0016491);lyase activity(GO:0016829);aldehyde oxygenase (deformylating) activity(GO:0071771)	response to stress(GO:0006950);lipid biosynthetic process(GO:0008610)	2.53e-09	2	SumRatio
CTL	Defense and stress signaling	SORBI_3002G024000	Protein kinase domain-containing protein	PROTEIN KINASE DOMAIN-CONTAINING PROTEIN (PTHR27007:SF186)	NA	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);transmembrane receptor protein serine/threonine kinase activity(GO:0004675);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740);carbohydrate binding(GO:0030246)	defense response to oomycetes(GO:0002229);cell surface receptor protein serine/threonine kinase signaling pathway(GO:0007178);defense response to bacterium(GO:0042742);negative regulation of response to salt stress(GO:1901001)	3.22e-09	2	SumRatio
CTL	Defense and stress signaling	SORBI_3002G024100	Protein kinase domain-containing protein	PROTEIN KINASE DOMAIN-CONTAINING PROTEIN (PTHR27007:SF204)	NA	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);transmembrane receptor protein serine/threonine kinase activity(GO:0004675);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740);carbohydrate binding(GO:0030246)	defense response to oomycetes(GO:0002229);cell surface receptor protein serine/threonine kinase signaling pathway(GO:0007178);defense response to bacterium(GO:0042742);negative regulation of response to salt stress(GO:1901001)	3.22e-09	2	SumRatio
CTL	Defense and stress signaling	SORBI_3002G024200	Protein kinase domain-containing protein	PROTEIN KINASE DOMAIN-CONTAINING PROTEIN (PTHR27007:SF196)	NA	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);transmembrane receptor protein serine/threonine kinase activity(GO:0004675);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740);carbohydrate binding(GO:0030246)	defense response to oomycetes(GO:0002229);cell surface receptor protein serine/threonine kinase signaling pathway(GO:0007178);defense response to bacterium(GO:0042742);negative regulation of response to salt stress(GO:1901001)	3.22e-09	2	SumRatio
CTL	Defense and stress signaling	SORBI_3002G024300	Protein kinase domain-containing protein	OS07G0129900 PROTEIN (PTHR27007:SF41)	NA	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);transmembrane receptor protein serine/threonine kinase activity(GO:0004675);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740);carbohydrate binding(GO:0030246)	defense response to oomycetes(GO:0002229);cell surface receptor protein serine/threonine kinase signaling pathway(GO:0007178);defense response to bacterium(GO:0042742)	3.22e-09	2	SumRatio
CTL	Defense and stress signaling	SORBI_3009G093100	Protein kinase domain-containing protein	PROTEIN ACTIVITY OF BC1 COMPLEX KINASE 3, CHLOROPLASTIC (PTHR10566:SF120)	NA	protein kinase activity(GO:0004672);ATP binding(GO:0005524)	cellular response to nitrogen starvation(GO:0006995);response to water deprivation(GO:0009414);response to high light intensity(GO:0009644);chloroplast organization(GO:0009658);response to red light(GO:0010114);protein stabilization(GO:0050821);plastoglobule organization(GO:0080177);response to photooxidative stress(GO:0080183);regulation of vitamin E biosynthetic process(GO:1904965)	3.45e-09	2	SumRatio
CTL	Defense and stress signaling	SORBI_3001G201400	RNA helicase	DEAD-BOX ATP-DEPENDENT RNA HELICASE 12 (PTHR47960:SF24)	RNA helicase(PC00032)	nucleotide binding(GO:0000166);nucleic acid binding(GO:0003676);RNA binding(GO:0003723);RNA helicase activity(GO:0003724);mRNA binding(GO:0003729);helicase activity(GO:0004386);ATP binding(GO:0005524);hydrolase activity(GO:0016787)	negative regulation of translation(GO:0017148);P-body assembly(GO:0033962);stress granule assembly(GO:0034063)	3.61e-09	2	SumRatio
CTL	Defense and stress signaling	SORBI_3009G126300	RING-type E3 ubiquitin transferase	E3 UBIQUITIN-PROTEIN LIGASE KEG (PTHR46960:SF1)	ubiquitin-protein ligase(PC00234)	protein kinase activity(GO:0004672);ubiquitin-protein transferase activity(GO:0004842);ATP binding(GO:0005524);zinc ion binding(GO:0008270);transferase activity(GO:0016740);metal ion binding(GO:0046872);ubiquitin protein ligase activity(GO:0061630)	defense response(GO:0006952);abscisic acid-activated signaling pathway(GO:0009738);negative regulation of abscisic acid-activated signaling pathway(GO:0009788);protein ubiquitination(GO:0016567);late endosome to vacuole transport(GO:0045324)	3.65e-09	2	SumRatio
