Ontology	Layer	Condition	Class	Term	GO	Genes	Background	Intervals	Fold	q_gene	q_LD	Overlap_genes
MF	Class sums and ratios	LIN	FA	ATP binding	GO:0005524	28	2232	14	1.11	0.464	0.0205	SORBI_3001G028100;SORBI_3001G028200;SORBI_3001G032300;SORBI_3001G032400;SORBI_3001G103300;SORBI_3001G403200;SORBI_3002G186300;SORBI_3002G187400;SORBI_3003G088100;SORBI_3004G005300;SORBI_3004G007133;SORBI_3004G007800;SORBI_3004G009000;SORBI_3004G009600;SORBI_3004G028600;SORBI_3004G059200;SORBI_3004G060900;SORBI_3004G061400;SORBI_3005G175500;SORBI_3006G187000;SORBI_3006G190300;SORBI_3006G195500;SORBI_3006G216800;SORBI_3006G219300;SORBI_3010G213900;SORBI_3010G215300;SORBI_3010G217200;SORBI_3010G217400
MF	Class sums and ratios	LIN	FA	nitrate transmembrane transporter activity	GO:0015112	2	5	1	35.4	0.00616	0.0216	SORBI_3004G009400;SORBI_3004G009500
MF	Class sums and ratios	LIN	FA	P-type calcium transporter activity	GO:0005388	2	16	2	11.06	0.0412	0.0216	SORBI_3001G103300;SORBI_3004G061400
MF	Class sums and ratios	LIN	FA	nucleic acid binding	GO:0003676	13	970	10	1.19	0.462	0.0306	SORBI_3001G028100;SORBI_3001G028200;SORBI_3001G032550;SORBI_3001G099800;SORBI_3001G402300;SORBI_3003G087200;SORBI_3004G004100;SORBI_3004G009000;SORBI_3004G010050;SORBI_3005G119950;SORBI_3005G120301;SORBI_3006G183800;SORBI_3006G192000
MF	Class sums and ratios	LIN	FA	DNA-binding transcription activator activity	GO:0001216	2	20	2	8.85	0.0606	0.036	SORBI_3003G406600;SORBI_3004G062100
MF	Class sums and ratios	LIN	FA	protein-membrane adaptor activity	GO:0043495	2	22	2	8.05	0.0696	0.0534	SORBI_3004G004300;SORBI_3004G061900
MF	Class sums and ratios	LIN	FA	transaminase activity	GO:0008483	2	24	2	7.38	0.0776	0.0534	SORBI_3001G401700;SORBI_3002G211300
MF	Class sums and ratios	LIN	FA	serine-type endopeptidase inhibitor activity	GO:0004867	4	72	4	4.92	0.0291	0.063	SORBI_3001G032100;SORBI_3001G100200;SORBI_3003G088400;SORBI_3003G356850
MF	Class sums and ratios	LIN	FA	protein kinase activity	GO:0004672	17	1279	12	1.18	0.445	0.0647	SORBI_3001G032300;SORBI_3001G032400;SORBI_3001G403200;SORBI_3002G186300;SORBI_3002G187400;SORBI_3003G088100;SORBI_3004G005300;SORBI_3004G007800;SORBI_3004G028600;SORBI_3004G059200;SORBI_3004G060900;SORBI_3005G175500;SORBI_3006G187000;SORBI_3006G190300;SORBI_3010G213900;SORBI_3010G215300;SORBI_3010G217400
MF	Class sums and ratios	LIN	FA	polygalacturonase activity	GO:0004650	2	37	2	4.78	0.156	0.0831	SORBI_3001G026800;SORBI_3004G028700
MF	Class sums and ratios	LIN	FA	ubiquitin conjugating enzyme activity	GO:0061631	2	38	3	4.66	0.162	0.0861	SORBI_3003G089000;SORBI_3010G217200
MF	Class sums and ratios	LIN	FA	xylan O-acetyltransferase activity	GO:1990538	3	59	2	4.5	0.0776	0.0886	SORBI_3001G406700;SORBI_3002G187100;SORBI_3002G187200
MF	Class sums and ratios	LIN	FA	ligand-gated monoatomic ion channel activity	GO:0015276	2	23	1	7.7	0.0746	0.0887	SORBI_3002G208900;SORBI_3002G209000
MF	Class sums and ratios	LIN	FA	O-acetyltransferase activity	GO:0016413	3	61	2	4.35	0.0816	0.0888	SORBI_3001G406700;SORBI_3002G187100;SORBI_3002G187200
MF	Class sums and ratios	LIN	FA	transferase activity	GO:0016740	4	150	3	2.36	0.206	0.0978	SORBI_3001G406700;SORBI_3002G187100;SORBI_3002G187200;SORBI_3004G005000
MF	Class sums and ratios	LIN	FA	calmodulin binding	GO:0005516	2	48	2	3.69	0.226	0.112	SORBI_3001G031600;SORBI_3004G061400
MF	Class sums and ratios	LIN	FA	translation regulator activity	GO:0045182	2	215	1	0.82	0.794	0.112	SORBI_3005G119950;SORBI_3005G120301
MF	Class sums and ratios	LIN	FA	metal ion transmembrane transporter activity	GO:0046873	2	44	2	4.02	0.203	0.113	SORBI_3001G103300;SORBI_3004G029900
MF	Class sums and ratios	LIN	FA	single-stranded RNA binding	GO:0003727	2	219	1	0.81	0.795	0.116	SORBI_3005G119950;SORBI_3005G120301
MF	Class sums and ratios	LIN	FA	transcription coregulator activity	GO:0003712	2	57	2	3.11	0.283	0.117	SORBI_3003G407200;SORBI_3004G006600
MF	Class sums and ratios	LIN	FA	methyltransferase activity	GO:0008168	4	181	4	1.96	0.303	0.13	SORBI_3001G033000;SORBI_3001G104300;SORBI_3003G390100;SORBI_3004G341600
MF	Class sums and ratios	LIN	FA	iron ion binding	GO:0005506	7	433	3	1.43	0.387	0.13	SORBI_3003G089600;SORBI_3004G006400;SORBI_3004G007500;SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900;SORBI_3006G183900
MF	Class sums and ratios	LIN	FA	zinc ion binding	GO:0008270	10	909	7	0.97	0.745	0.13	SORBI_3001G026900;SORBI_3001G028100;SORBI_3003G087900;SORBI_3004G010050;SORBI_3004G030900;SORBI_3005G119950;SORBI_3005G120301;SORBI_3006G183800;SORBI_3006G188700;SORBI_3006G194300
MF	Class sums and ratios	LIN	FA	hexosyltransferase activity	GO:0016758	2	47	1	3.77	0.222	0.141	SORBI_3002G210300;SORBI_3002G210401
MF	Class sums and ratios	LIN	FA	carbohydrate binding	GO:0030246	3	153	2	1.74	0.405	0.174	SORBI_3001G032300;SORBI_3001G032400;SORBI_3004G062000
MF	Class sums and ratios	LIN	FA	copper ion binding	GO:0005507	2	68	2	2.6	0.329	0.198	SORBI_3003G088800;SORBI_3003G088900
MF	Class sums and ratios	LIN	FA	pyridoxal phosphate binding	GO:0030170	2	84	2	2.11	0.405	0.215	SORBI_3001G401700;SORBI_3002G211300
MF	Class sums and ratios	LIN	FA	enzyme inhibitor activity	GO:0004857	2	85	2	2.08	0.405	0.215	SORBI_3002G210700;SORBI_3006G194900
MF	Class sums and ratios	LIN	FA	UDP-glucosyltransferase activity	GO:0035251	2	82	1	2.16	0.405	0.216	SORBI_3001G030500;SORBI_3001G030600
MF	Class sums and ratios	LIN	FA	RNA helicase activity	GO:0003724	2	83	1	2.13	0.405	0.216	SORBI_3001G028100;SORBI_3001G028200
MF	Class sums and ratios	LIN	FA	protein serine/threonine phosphatase activity	GO:0004722	2	124	2	1.43	0.601	0.255	SORBI_3004G096300;SORBI_3006G192200
MF	Class sums and ratios	LIN	FA	ATP hydrolysis activity	GO:0016887	5	430	4	1.03	0.713	0.256	SORBI_3001G103300;SORBI_3004G061400;SORBI_3006G195500;SORBI_3006G216800;SORBI_3006G219300
MF	Class sums and ratios	LIN	FA	nucleotide binding	GO:0000166	11	1133	9	0.86	0.818	0.281	SORBI_3001G032300;SORBI_3001G032400;SORBI_3001G103300;SORBI_3002G187400;SORBI_3004G005300;SORBI_3004G007800;SORBI_3004G028600;SORBI_3004G061400;SORBI_3005G175500;SORBI_3010G213900;SORBI_3010G215300
MF	Class sums and ratios	LIN	FA	structural constituent of ribosome	GO:0003735	4	311	4	1.14	0.648	0.294	SORBI_3001G031800;SORBI_3001G100400;SORBI_3001G493001;SORBI_3004G008400
MF	Class sums and ratios	LIN	FA	DNA binding	GO:0003677	11	1166	7	0.83	0.836	0.299	SORBI_3001G030800;SORBI_3001G102300;SORBI_3002G210200;SORBI_3003G406600;SORBI_3003G406800;SORBI_3003G407200;SORBI_3003G408800;SORBI_3004G059300;SORBI_3004G062100;SORBI_3006G184700;SORBI_3010G215100
MF	Class sums and ratios	LIN	FA	flavin adenine dinucleotide binding	GO:0050660	2	157	2	1.13	0.711	0.337	SORBI_3003G236900;SORBI_3005G119900
MF	Class sums and ratios	LIN	FA	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	GO:0016705	4	367	3	0.96	0.76	0.365	SORBI_3003G089600;SORBI_3004G006400;SORBI_3004G007500;SORBI_3006G183900
MF	Class sums and ratios	LIN	FA	RNA polymerase II cis-regulatory region sequence-specific DNA binding	GO:0000978	2	167	2	1.06	0.736	0.389	SORBI_3001G102300;SORBI_3003G406800
MF	Class sums and ratios	LIN	FA	UDP-glycosyltransferase activity	GO:0008194	2	200	1	0.89	0.794	0.432	SORBI_3001G030500;SORBI_3001G030600
MF	Class sums and ratios	LIN	FA	mRNA binding	GO:0003729	3	474	2	0.56	0.915	0.464	SORBI_3003G236701;SORBI_3005G119950;SORBI_3005G120301
MF	Class sums and ratios	LIN	FA	GTP binding	GO:0005525	2	217	2	0.82	0.794	0.505	SORBI_3001G031900;SORBI_3003G355200
MF	Class sums and ratios	LIN	FA	oxidoreductase activity	GO:0016491	4	513	4	0.69	0.865	0.509	SORBI_3003G088800;SORBI_3003G088900;SORBI_3004G004400;SORBI_3005G119900
MF	Class sums and ratios	LIN	FA	protein serine/threonine kinase activity	GO:0004674	5	690	3	0.64	0.907	0.542	SORBI_3001G032300;SORBI_3001G032400;SORBI_3002G186300;SORBI_3002G187400;SORBI_3004G007800
MF	Class sums and ratios	LIN	FA	RNA binding	GO:0003723	7	940	6	0.66	0.916	0.559	SORBI_3001G028100;SORBI_3001G402300;SORBI_3003G237100;SORBI_3004G002350;SORBI_3004G004100;SORBI_3006G183800;SORBI_3006G192000
MF	Class sums and ratios	LIN	FA	glycosyltransferase activity	GO:0016757	2	270	2	0.66	0.864	0.572	SORBI_3003G410800;SORBI_3004G007600
MF	Class sums and ratios	LIN	FA	metal ion binding	GO:0046872	4	566	4	0.63	0.904	0.573	SORBI_3003G089300;SORBI_3003G236701;SORBI_3006G191900;SORBI_3006G195500
MF	Class sums and ratios	LIN	FA	hydrolase activity	GO:0016787	2	303	2	0.58	0.886	0.585	SORBI_3001G026900;SORBI_3002G186800
MF	Class sums and ratios	LIN	FA	protein dimerization activity	GO:0046983	2	325	2	0.54	0.904	0.59	SORBI_3003G406800;SORBI_3004G341600
MF	Class sums and ratios	LIN	FA	DNA-binding transcription factor activity	GO:0003700	5	909	6	0.49	0.978	0.763	SORBI_3001G102300;SORBI_3003G087600;SORBI_3006G184700;SORBI_3006G190800;SORBI_3010G215100
MF	Class sums and ratios	LIN	GalCer	sphingolipid C4-monooxygenase activity	GO:0102772	3	11	1	144.83	2.58e-05	0.000152	SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900
MF	Class sums and ratios	LIN	GalCer	aldehyde oxygenase (deformylating) activity	GO:0071771	3	27	1	59.01	0.000192	0.000152	SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900
MF	Class sums and ratios	LIN	GalCer	iron ion binding	GO:0005506	5	433	1	6.13	0.00616	0.0141	SORBI_3004G006400;SORBI_3004G007500;SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900
MF	Class sums and ratios	LIN	GalCer	transcription coregulator activity	GO:0003712	2	57	2	18.63	0.0209	0.0142	SORBI_3003G407200;SORBI_3004G006600
MF	Class sums and ratios	LIN	GalCer	copper ion binding	GO:0005507	2	68	1	15.62	0.0265	0.0387	SORBI_3003G088800;SORBI_3003G088900
MF	Class sums and ratios	LIN	GalCer	DNA binding	GO:0003677	4	1166	1	1.82	0.328	0.112	SORBI_3003G406600;SORBI_3003G406800;SORBI_3003G407200;SORBI_3003G408800
MF	Class sums and ratios	LIN	GalCer	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	GO:0016705	2	367	1	2.89	0.303	0.18	SORBI_3004G006400;SORBI_3004G007500
MF	Class sums and ratios	LIN	GalCer	oxidoreductase activity	GO:0016491	2	513	1	2.07	0.405	0.196	SORBI_3003G088800;SORBI_3003G088900
MF	Class sums and ratios	LIN	GalCer	nucleic acid binding	GO:0003676	2	970	2	1.09	0.723	0.305	SORBI_3003G087200;SORBI_3004G009000
MF	Class sums and ratios	LIN	GalCer	ATP binding	GO:0005524	4	2232	1	0.95	0.765	0.339	SORBI_3004G005300;SORBI_3004G007133;SORBI_3004G007800;SORBI_3004G009000
MF	Class sums and ratios	LIN	GalCer	nucleotide binding	GO:0000166	2	1133	1	0.94	0.779	0.433	SORBI_3004G005300;SORBI_3004G007800
MF	Class sums and ratios	LIN	GalCer	protein kinase activity	GO:0004672	2	1279	1	0.83	0.794	0.448	SORBI_3004G005300;SORBI_3004G007800
MF	Class sums and ratios	LIN	LPC	DNA-binding transcription factor activity	GO:0003700	2	909	1	8.88	0.0539	0.044	SORBI_3003G324400;SORBI_3003G324500
MF	Class sums and ratios	LIN	LPC	DNA binding	GO:0003677	2	1166	1	6.92	0.0776	0.0481	SORBI_3003G324400;SORBI_3003G324500
MF	Class sums and ratios	LIN	MG	sphingolipid C4-monooxygenase activity	GO:0102772	3	11	1	131.04	2.58e-05	0.000152	SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900
MF	Class sums and ratios	LIN	MG	aldehyde oxygenase (deformylating) activity	GO:0071771	3	27	1	53.39	0.000204	0.00022	SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900
MF	Class sums and ratios	LIN	MG	transcription coregulator activity	GO:0003712	2	57	2	16.86	0.0239	0.0143	SORBI_3003G407200;SORBI_3004G006600
MF	Class sums and ratios	LIN	MG	iron ion binding	GO:0005506	5	433	1	5.55	0.00906	0.0143	SORBI_3004G006400;SORBI_3004G007500;SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900
MF	Class sums and ratios	LIN	MG	copper ion binding	GO:0005507	2	68	1	14.13	0.0291	0.0288	SORBI_3003G088800;SORBI_3003G088900
MF	Class sums and ratios	LIN	MG	DNA binding	GO:0003677	4	1166	1	1.65	0.387	0.127	SORBI_3003G406600;SORBI_3003G406800;SORBI_3003G407200;SORBI_3003G408800
MF	Class sums and ratios	LIN	MG	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	GO:0016705	2	367	1	2.62	0.328	0.18	SORBI_3004G006400;SORBI_3004G007500
MF	Class sums and ratios	LIN	MG	oxidoreductase activity	GO:0016491	2	513	1	1.87	0.451	0.187	SORBI_3003G088800;SORBI_3003G088900
MF	Class sums and ratios	LIN	MG	ATP binding	GO:0005524	4	2232	1	0.86	0.794	0.325	SORBI_3004G005300;SORBI_3004G007133;SORBI_3004G007800;SORBI_3004G009000
MF	Class sums and ratios	LIN	MG	nucleic acid binding	GO:0003676	2	970	2	0.99	0.76	0.35	SORBI_3003G087200;SORBI_3004G009000
MF	Class sums and ratios	LIN	MG	nucleotide binding	GO:0000166	2	1133	1	0.85	0.794	0.432	SORBI_3004G005300;SORBI_3004G007800
MF	Class sums and ratios	LIN	MG	protein kinase activity	GO:0004672	2	1279	1	0.75	0.826	0.446	SORBI_3004G005300;SORBI_3004G007800
MF	Class sums and ratios	LIN	MGDG	sphingolipid C4-monooxygenase activity	GO:0102772	3	11	1	112.32	3.39e-05	0.000152	SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900
MF	Class sums and ratios	LIN	MGDG	aldehyde oxygenase (deformylating) activity	GO:0071771	3	27	1	45.76	0.000312	0.00022	SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900
MF	Class sums and ratios	LIN	MGDG	iron ion binding	GO:0005506	6	433	2	5.71	0.00352	0.00606	SORBI_3004G006400;SORBI_3004G007500;SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900;SORBI_3006G183900
MF	Class sums and ratios	LIN	MGDG	transcription coregulator activity	GO:0003712	2	57	2	14.45	0.0291	0.0156	SORBI_3003G407200;SORBI_3004G006600
MF	Class sums and ratios	LIN	MGDG	copper ion binding	GO:0005507	2	68	1	12.11	0.0373	0.036	SORBI_3003G088800;SORBI_3003G088900
MF	Class sums and ratios	LIN	MGDG	DNA binding	GO:0003677	5	1166	2	1.77	0.303	0.0861	SORBI_3003G406600;SORBI_3003G406800;SORBI_3003G407200;SORBI_3003G408800;SORBI_3006G184700
MF	Class sums and ratios	LIN	MGDG	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	GO:0016705	3	367	2	3.37	0.145	0.101	SORBI_3004G006400;SORBI_3004G007500;SORBI_3006G183900
MF	Class sums and ratios	LIN	MGDG	oxidoreductase activity	GO:0016491	2	513	1	1.61	0.529	0.216	SORBI_3003G088800;SORBI_3003G088900
MF	Class sums and ratios	LIN	MGDG	nucleic acid binding	GO:0003676	3	970	3	1.27	0.605	0.216	SORBI_3003G087200;SORBI_3004G009000;SORBI_3006G183800
MF	Class sums and ratios	LIN	MGDG	ATP binding	GO:0005524	4	2232	1	0.74	0.862	0.414	SORBI_3004G005300;SORBI_3004G007133;SORBI_3004G007800;SORBI_3004G009000
MF	Class sums and ratios	LIN	MGDG	DNA-binding transcription factor activity	GO:0003700	2	909	2	0.91	0.794	0.432	SORBI_3003G087600;SORBI_3006G184700
MF	Class sums and ratios	LIN	MGDG	RNA binding	GO:0003723	2	940	2	0.88	0.794	0.432	SORBI_3004G002350;SORBI_3006G183800
MF	Class sums and ratios	LIN	MGDG	nucleotide binding	GO:0000166	2	1133	1	0.73	0.836	0.481	SORBI_3004G005300;SORBI_3004G007800
MF	Class sums and ratios	LIN	MGDG	protein kinase activity	GO:0004672	2	1279	1	0.64	0.865	0.509	SORBI_3004G005300;SORBI_3004G007800
MF	Class sums and ratios	LIN	PA	sphingolipid C4-monooxygenase activity	GO:0102772	3	11	1	275.18	9.02e-06	0.000152	SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900
MF	Class sums and ratios	LIN	PA	aldehyde oxygenase (deformylating) activity	GO:0071771	3	27	1	112.11	3.39e-05	0.000152	SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900
MF	Class sums and ratios	LIN	PA	iron ion binding	GO:0005506	5	433	1	11.65	0.000402	0.00553	SORBI_3004G006400;SORBI_3004G007500;SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900
MF	Class sums and ratios	LIN	PA	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	GO:0016705	2	367	1	5.5	0.125	0.112	SORBI_3004G006400;SORBI_3004G007500
MF	Class sums and ratios	LIN	PA	ATP binding	GO:0005524	4	2232	1	1.81	0.328	0.117	SORBI_3004G005300;SORBI_3004G007133;SORBI_3004G007800;SORBI_3004G009000
MF	Class sums and ratios	LIN	PA	nucleotide binding	GO:0000166	2	1133	1	1.78	0.466	0.208	SORBI_3004G005300;SORBI_3004G007800
MF	Class sums and ratios	LIN	PA	protein kinase activity	GO:0004672	2	1279	1	1.58	0.539	0.216	SORBI_3004G005300;SORBI_3004G007800
MF	Class sums and ratios	LIN	PC	sphingolipid C4-monooxygenase activity	GO:0102772	3	11	1	323.74	8.08e-06	0.000152	SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900
MF	Class sums and ratios	LIN	PC	aldehyde oxygenase (deformylating) activity	GO:0071771	3	27	1	131.9	2.58e-05	0.000152	SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900
MF	Class sums and ratios	LIN	PC	iron ion binding	GO:0005506	5	433	1	13.71	0.000204	0.00426	SORBI_3004G006400;SORBI_3004G007500;SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900
MF	Class sums and ratios	LIN	PC	ATP binding	GO:0005524	4	2232	1	2.13	0.237	0.0816	SORBI_3004G005300;SORBI_3004G007133;SORBI_3004G007800;SORBI_3004G009000
MF	Class sums and ratios	LIN	PC	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	GO:0016705	2	367	1	6.47	0.0939	0.0857	SORBI_3004G006400;SORBI_3004G007500
MF	Class sums and ratios	LIN	PC	nucleotide binding	GO:0000166	2	1133	1	2.1	0.405	0.18	SORBI_3004G005300;SORBI_3004G007800
MF	Class sums and ratios	LIN	PC	protein kinase activity	GO:0004672	2	1279	1	1.86	0.451	0.198	SORBI_3004G005300;SORBI_3004G007800
MF	Class sums and ratios	LIN	PE	sphingolipid C4-monooxygenase activity	GO:0102772	3	11	1	183.45	2.4e-05	0.00022	SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900
MF	Class sums and ratios	LIN	PE	aldehyde oxygenase (deformylating) activity	GO:0071771	3	27	1	74.74	0.000105	0.000258	SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900
MF	Class sums and ratios	LIN	PE	iron ion binding	GO:0005506	5	433	1	7.77	0.00278	0.0107	SORBI_3004G006400;SORBI_3004G007500;SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900
MF	Class sums and ratios	LIN	PE	copper ion binding	GO:0005507	2	68	1	19.78	0.0196	0.023	SORBI_3003G088800;SORBI_3003G088900
MF	Class sums and ratios	LIN	PE	oxidoreductase activity	GO:0016491	2	513	1	2.62	0.328	0.133	SORBI_3003G088800;SORBI_3003G088900
MF	Class sums and ratios	LIN	PE	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	GO:0016705	2	367	1	3.67	0.226	0.138	SORBI_3004G006400;SORBI_3004G007500
MF	Class sums and ratios	LIN	PE	ATP binding	GO:0005524	4	2232	1	1.21	0.605	0.215	SORBI_3004G005300;SORBI_3004G007133;SORBI_3004G007800;SORBI_3004G009000
MF	Class sums and ratios	LIN	PE	nucleic acid binding	GO:0003676	2	970	2	1.39	0.605	0.216	SORBI_3003G087200;SORBI_3004G009000
MF	Class sums and ratios	LIN	PE	nucleotide binding	GO:0000166	2	1133	1	1.19	0.685	0.323	SORBI_3004G005300;SORBI_3004G007800
MF	Class sums and ratios	LIN	PE	protein kinase activity	GO:0004672	2	1279	1	1.05	0.744	0.339	SORBI_3004G005300;SORBI_3004G007800
MF	Class sums and ratios	LIN	PG	sphingolipid C4-monooxygenase activity	GO:0102772	3	11	1	110.07	3.39e-05	0.000258	SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900
MF	Class sums and ratios	LIN	PG	aldehyde oxygenase (deformylating) activity	GO:0071771	3	27	1	44.84	0.000318	0.000577	SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900
MF	Class sums and ratios	LIN	PG	iron ion binding	GO:0005506	6	433	2	5.59	0.00381	0.00648	SORBI_3004G006400;SORBI_3004G007500;SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900;SORBI_3006G183900
MF	Class sums and ratios	LIN	PG	transcription coregulator activity	GO:0003712	2	57	2	14.16	0.0291	0.017	SORBI_3003G407200;SORBI_3004G006600
MF	Class sums and ratios	LIN	PG	DNA binding	GO:0003677	7	1166	3	2.42	0.0669	0.0191	SORBI_3003G324400;SORBI_3003G324500;SORBI_3003G406600;SORBI_3003G406800;SORBI_3003G407200;SORBI_3003G408800;SORBI_3006G184700
MF	Class sums and ratios	LIN	PG	copper ion binding	GO:0005507	2	68	1	11.87	0.0382	0.0387	SORBI_3003G088800;SORBI_3003G088900
MF	Class sums and ratios	LIN	PG	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	GO:0016705	3	367	2	3.3	0.151	0.112	SORBI_3004G006400;SORBI_3004G007500;SORBI_3006G183900
MF	Class sums and ratios	LIN	PG	oxidoreductase activity	GO:0016491	3	513	2	2.36	0.282	0.117	SORBI_3003G088800;SORBI_3003G088900;SORBI_3003G324000
MF	Class sums and ratios	LIN	PG	DNA-binding transcription factor activity	GO:0003700	4	909	3	1.78	0.34	0.135	SORBI_3003G087600;SORBI_3003G324400;SORBI_3003G324500;SORBI_3006G184700
MF	Class sums and ratios	LIN	PG	nucleic acid binding	GO:0003676	3	970	3	1.25	0.609	0.196	SORBI_3003G087200;SORBI_3004G009000;SORBI_3006G183800
MF	Class sums and ratios	LIN	PG	RNA binding	GO:0003723	2	940	2	0.86	0.794	0.448	SORBI_3004G002350;SORBI_3006G183800
MF	Class sums and ratios	LIN	PG	ATP binding	GO:0005524	4	2232	1	0.72	0.865	0.448	SORBI_3004G005300;SORBI_3004G007133;SORBI_3004G007800;SORBI_3004G009000
MF	Class sums and ratios	LIN	PG	nucleotide binding	GO:0000166	2	1133	1	0.71	0.839	0.522	SORBI_3004G005300;SORBI_3004G007800
MF	Class sums and ratios	LIN	PG	protein kinase activity	GO:0004672	2	1279	1	0.63	0.865	0.551	SORBI_3004G005300;SORBI_3004G007800
MF	Class sums and ratios	LIN	SQDG	sphingolipid C4-monooxygenase activity	GO:0102772	3	11	1	98.28	4.34e-05	0.00022	SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900
MF	Class sums and ratios	LIN	SQDG	aldehyde oxygenase (deformylating) activity	GO:0071771	3	27	1	40.04	0.000414	0.000258	SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900
MF	Class sums and ratios	LIN	SQDG	iron ion binding	GO:0005506	6	433	2	4.99	0.00616	0.00962	SORBI_3004G006400;SORBI_3004G007500;SORBI_3004G008300;SORBI_3004G008800;SORBI_3004G008900;SORBI_3006G183900
MF	Class sums and ratios	LIN	SQDG	transcription coregulator activity	GO:0003712	2	57	2	12.64	0.035	0.0191	SORBI_3003G407200;SORBI_3004G006600
MF	Class sums and ratios	LIN	SQDG	RNA helicase activity	GO:0003724	2	83	1	8.68	0.0631	0.0346	SORBI_3001G028100;SORBI_3001G028200
MF	Class sums and ratios	LIN	SQDG	copper ion binding	GO:0005507	2	68	1	10.6	0.0453	0.0384	SORBI_3003G088800;SORBI_3003G088900
MF	Class sums and ratios	LIN	SQDG	nucleic acid binding	GO:0003676	5	970	4	1.86	0.278	0.044	SORBI_3001G028100;SORBI_3001G028200;SORBI_3003G087200;SORBI_3004G009000;SORBI_3006G183800
MF	Class sums and ratios	LIN	SQDG	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	GO:0016705	3	367	2	2.95	0.19	0.113	SORBI_3004G006400;SORBI_3004G007500;SORBI_3006G183900
